sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2039453,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control purposes, allowing attackers to communicate with compromised systems while evading detection.",ext to int,,,,,,3,Miscellaneous,The rule indicates potential informational activity related to DNS over HTTPS but does not confirm a successful compromise or direct malicious activity.,"dns,https,anomaly,client,DoH**"
2039454,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating potential malicious activity attempting to obscure its network traffic.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS certificate but does not indicate a successful compromise or immediate threat. It is informational and focuses on anomalies, thus a low impact score.","dns,tls,anomaly,certificate,DoH**"
2039455,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection by traditional security measures.",ext to int,,,,,,3,Miscellaneous,The rule detects DNS over HTTPS traffic but does not indicate a successful compromise or verifiable threat.,"doh,certificate,anomaly,client,DoH**"
2039456,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection. This indicates potential malicious activity related to command and control operations.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS certificates, which may indicate anomalous behavior but does not confirm a successful compromise or direct threat.","dns,https,anomaly,client,DoH**"
2039457,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communication, indicating potential malicious activity. This aligns with the Command and Control tactic as attackers often use application layer protocols to communicate with compromised systems.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic, which may indicate unusual activity but does not confirm a successful compromise.","doh,certificate,anomaly,client,DoH**"
2039458,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection. This indicates potential malicious activity related to command and control operations.",ext to int,,,,,,2,Miscellaneous,"The rule detects a benign DNS over HTTPS certificate without evidence of a successful compromise, thus a low impact score.","dns,https,certificate,anomaly,DoH**"
2039459,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, potentially allowing attackers to evade detection by using encrypted traffic.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS certificate but does not indicate a successful compromise or malicious activity, resulting in a low impact score.","dns,tls,anomaly,info,DoH**"
2039460,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection, making it relevant to the Command and Control phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic but does not indicate a successful compromise or malicious intent, hence a low impact score.","dns,tls,anomaly,information,DoH**"
2039461,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic related to a specific domain, which may indicate benign or anomalous activity rather than a confirmed threat. No successful compromise is indicated.","dns,https,certificate,anomaly,DoH**"
2039462,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection. This aligns with the Command and Control phase, as the use of application layer protocols facilitates covert communication.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS Over HTTPS certificate inbound traffic, which is informational and does not indicate a successful compromise.","tls,dns,anomaly,certificate,DoH**"
2039463,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating potential malicious activity that relies on application layer protocols.",ext to int,,,,,,2,Miscellaneous,"The rule detects a benign DNS over HTTPS certificate from a known service, indicating potential informational activity but not a successful compromise.","dns,https,anomaly,client,DoH**"
2039472,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a URL shortener service, which can be indicative of command and control activity, as attackers often use such services to obfuscate malicious links.",ext to int,,,,,,2,Malware,"The rule detects a DNS query for a URL shortener service, which is often used in phishing or malware campaigns, but does not indicate a confirmed successful compromise.","dns,anomaly,info,shortener"
2039473,Discovery,Network Discovery,T1046,DNS Query,T1071.001,"The rule detects DNS queries for a known URL shortener service, which could indicate reconnaissance activities by an attacker trying to gather information about the network or exfiltrate data using shortened URLs.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS query for a URL shortener service, which may indicate benign or potential phishing activity but does not confirm a successful compromise.","dns,anomaly,info,shortener"
2039474,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects DNS queries to a URL shortener service, which could indicate reconnaissance activity as attackers may use such services to obfuscate malicious links during the discovery phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS query for a URL shortener service, which could indicate benign usage or phishing attempts but does not confirm a successful compromise.","dns,anomaly,info,lookup"
2039475,Discovery,Reconnaissance,TA0043,Domain Discovery,T1016,"The rule detects DNS queries for a known URL shortener service, which could indicate reconnaissance activity as attackers often use such services to obfuscate malicious links during the discovery phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS query for a URL shortener service, which is not indicative of a successful compromise but rather a potential indicator of benign activity or phishing attempts.","dns,anomaly,info,lookup"
2039486,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication, indicating potential malicious activity where an attacker might be attempting to exfiltrate data or maintain communication with compromised endpoints.",ext to int,,,,,,3,Miscellaneous,"The rule detects a certificate related to DNS over HTTPS, which is informational and does not indicate a successful compromise.","dns,tls,certificate,anomaly,DoH**"
2039487,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications to obscure malicious traffic from traditional detection methods.",ext to int,,,,,,3,Miscellaneous,"The rule detects a certificate for a DNS over HTTPS service, which may indicate benign traffic or potential misconfiguration. It does not indicate a successful compromise.","dns,https,certificate,anomaly,DoH**"
2039489,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection through standard DNS traffic.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic, which is not inherently malicious and does not indicate a successful compromise.","doh,certificate,anomaly,client,DoH**"
2039490,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating a potential method for attackers to communicate with compromised systems while evading detection.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS certificate but does not indicate a successful compromise or a clear threat, resulting in a low impact score.","dns,https,certificate,anomaly,DoH**"
2039491,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic that may indicate the use of DNS over HTTPS, which can be employed to establish command and control channels, particularly if the domain is associated with malicious activity.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS certificate from a known domain, which may indicate benign activity rather than a confirmed threat.","dns,tls,anomaly,informational,DoH**"
2039492,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communication, indicating potential malicious activity that may be attempting to evade detection.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS certificate related to a specific domain, which does not indicate a successful compromise but rather potential anomalous activity.","dns,certificate,anomaly,client,DoH**"
2039493,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which may indicate an attempt to discover or communicate with external services, potentially for reconnaissance purposes.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS certificate information, which may indicate anomalous activity but does not confirm a successful compromise.","dns,https,certificate,anomaly,DoH**"
2039494,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used to establish a covert communication channel for command and control, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,The rule detects a DNS over HTTPS certificate but does not indicate a successful compromise or clear malicious activity. It is informational and should be considered low impact.,"dns,tls,anomaly,client,DoH**"
2039495,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which is often used by attackers for command and control communications to evade detection. The presence of a specific certificate subject suggests an established connection to a potentially malicious endpoint.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic with a specific certificate, which may indicate benign or misconfigured traffic rather than a successful compromise.","dns,https,certificate,anomaly,DoH**"
2039496,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can indicate a command and control channel using legitimate application layer protocols to evade detection.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS certificate, which may indicate anomalous activity but does not confirm a successful compromise. It requires further investigation.","dns,anomaly,tls,certificate"
2039497,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection. This indicates potential malicious activity related to remote control of compromised systems.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS certificate, which may indicate benign or misconfigured traffic rather than a confirmed malicious activity.","dns,anomaly,certificate,inbound,DoH**"
2039498,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating potential malicious activity in the context of establishing a covert channel.",ext to int,,,,,,2,Miscellaneous,The rule detects a DNS over HTTPS certificate which could indicate benign activity. It does not indicate a successful compromise or a significant threat.,"dns,https,certificate,anomaly,DoH**"
2039499,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS Over HTTPS certificate traffic, which may indicate benign activity or misconfigured clients. No successful compromise is detected.","dns,certificate,anomaly,info,DoH**"
2039500,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used as a method for command and control, allowing attackers to communicate with compromised systems while evading detection.",ext to int,,,,,,3,Miscellaneous,The rule detects DNS over HTTPS traffic but does not indicate a successful compromise or a clear malicious intent. It focuses on informational alerts regarding anomalies rather than confirmed threats.,"dns,https,anomaly,client,DoH**"
2039501,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications. This indicates potential misuse of legitimate protocols for malicious purposes.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic from an external source to an internal client, which may indicate benign use of DNS services rather than a direct threat. The impact is low as it does not confirm a successful compromise.","doh,tls,anomaly,informational,DoH**"
2039502,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for establishing a command and control channel, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic and a specific certificate, but does not indicate a successful compromise or a clear malicious intent.","dns,tls,anomaly,client,DoH**"
2039504,Discovery,Reconnaissance,TA0043,DNS Query,T1071.001,"The rule detects DNS queries for a specific domain associated with QR code generation, indicating potential reconnaissance activity by an attacker to gather information about the target environment.",ext to int,,,,,,3,Phishing,"The rule detects a DNS query for a QR code generator domain, which may indicate potential phishing activity but does not confirm a successful compromise.","dns,anomaly,informational,lookup"
2039505,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known QR Code generator domain, which could indicate that a device is communicating with a potential command and control server, utilizing application layer protocols for communication.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for a known QR code generator domain, which could be associated with phishing activity, but does not indicate a successful compromise.","dns,anomaly,info,lookup"
2039516,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used to establish a command and control channel, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects a specific certificate related to DNS over HTTPS, which may indicate benign or misconfigured traffic rather than a confirmed threat.","dns,tls,anomaly,info,DoH**"
2039517,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used for Command and Control communication, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,The rule detects a benign DNS over HTTPS certificate which may indicate an informational alert but does not signify a successful compromise.,"dns,tls,anomaly,informational,DoH**"
2039518,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic to a specific domain, which could indicate a command and control channel using encrypted application layer protocols, thus falling under the Command and Control phase.",ext to int,,,,,,3,Malware,"The rule detects a benign DNS over HTTPS certificate, indicating potential anomalous behavior but not a confirmed compromise.","dns,tls,anomaly,client,DoH**"
2039519,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication, indicating potential malicious activity attempting to establish a covert channel.",ext to int,,,,,,2,Malware,"The rule indicates an informational alert related to DNS over HTTPS certificate, which suggests potential benign activity rather than a confirmed threat.","dns,tls,anomaly,client,DoH**"
2039520,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity attempting to bypass traditional security measures.",ext to int,,,,,,3,Malware,"The rule indicates the presence of DNS over HTTPS (DoH) traffic from an external source but does not confirm a successful compromise or malicious intent, warranting a low impact score.","dns,tls,anomaly,info,DoH**"
2039521,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection. This aligns with the Command and Control phase of an attack.",ext to int,,,,,,3,Miscellaneous,The rule detects DNS over HTTPS traffic but does not indicate a successful compromise or known malicious activity.,"dns,tls,anomaly,information,DoH**"
2039522,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic with a specific certificate subject. While it may indicate potential misuse, it does not confirm a successful compromise or direct malicious activity.","dns,tls,anomaly,info,DoH**"
2039523,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used to establish command and control channels, making it relevant to the Command and Control phase.",ext to int,,,,,,3,Miscellaneous,"The rule alerts on DNS over HTTPS certificate inbound traffic, which could indicate anomalous behavior but does not confirm a successful compromise.","dns,https,anomaly,informational,DoH**"
2039524,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be indicative of command and control communication, especially if the domain is associated with malicious activity.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS Over HTTPS traffic with a specific certificate but does not indicate a successful compromise. The alert is informational and suggests monitoring rather than immediate threat.,"dns,https,certificate,anomaly,DoH**"
2039525,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection. This is indicative of potential malicious activity as it may facilitate communication with compromised hosts.",ext to int,,,,,,3,Malware,"The rule detects a DNS over HTTPS certificate related to puredns.org, which may indicate anomalous activity but does not confirm a successful compromise.","doh,anomaly,tls,certificate,DoH**"
2039526,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications to evade detection. This aligns with the Command and Control tactic as attackers may utilize such methods to maintain communication with compromised systems.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS certificate but does not indicate a successful compromise, only potential anomalous activity.","dns,https,certificate,anomaly,DoH**"
2039549,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used to establish command and control channels by obscuring the communication from traditional monitoring tools, indicating potential malicious activity.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS traffic from an external source, which may indicate benign activity or misconfiguration rather than a confirmed compromise.","dns,tls,anomaly,info,DoH**"
2039550,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic which can be used to establish command and control channels, making it relevant to the Command and Control phase of an attack.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS certificate information, which is more informational than indicative of a successful compromise.","dns,https,certificate,anomaly,DoH**"
2039551,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communications, indicating potential malicious activity attempting to obfuscate its traffic.",ext to int,,,,,,3,Miscellaneous,The rule detects a DNS over HTTPS certificate related to a potentially suspicious domain but does not indicate a confirmed compromise or malicious activity.,"dns,anomaly,tls,client,DoH**"
2039552,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used for command and control communication by adversaries to exfiltrate data or receive commands while evading detection.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic which could indicate benign usage or potential misconfiguration, but does not confirm a successful compromise.","dns,certificate,anomaly,information,DoH**"
