sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2834837,Initial Access,Initial Access,TA0001,Malware,T1203,"The rule detects Android mobile malware that compromises devices, indicative of an initial access phase where attackers deploy malware to gain entry into a system.",ext to int,,,,,,8,Malware,"The rule detects a successful infection of mobile malware, indicating a high impact due to potential data exfiltration and command and control activity.","mobile,trojan,smtp,reporting,Android**"
2834980,Collection and Exfiltration,Exfiltration,TA0010,Exfiltration Over Command and Control Channel,T1041,"The rule detects Android mobile malware that exfiltrates SMS and contact information via SMTP, indicating a clear intent to collect and send sensitive data to an external server.",ext to int,,,,,,7,Malware,"The rule detects Android malware capable of exfiltrating sensitive information, indicating a successful compromise.","mobile,exfiltration,trojan,smtp,Android**"
2834981,Initial Access,Initial Access,TA0001,Spear Phishing Attachment,T1566.001,"The rule detects a mobile malware infection via SMTP, indicating that the malware may have been delivered through a phishing email with malicious attachments, aligning with the Initial Access phase.",ext to int,,,,,,8,Ransomware,"The rule detects a successful infection of a mobile device by a Trojan-Ransomware, indicating a high impact on security.","trojan,mobile,smtp,android,Android**"
2835148,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a redirect to an exploit kit, which is typically used to gain initial access through vulnerabilities in public-facing applications.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a successful redirection to an exploit kit, indicating a high potential for compromise and exploitation of client endpoints.","exploit,redirect,malicious,http,Malicious_Redirect**"
2835150,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects a malicious HTTP response setting a cookie, indicative of a social engineering attack that could lead to initial access through exploitation of a vulnerable web application.",ext to int,,,,,,7,Social Engineering,"The rule detects a successful compromise through a redirect chain associated with a malicious exploit kit, indicating potential exploitation of client endpoints.","socialengineering,exploitkit,cookie,redirect"
2835191,Initial Access,Phishing,T1566,Spear Phishing Link,T1566.002,"The rule detects DNS queries to a suspicious domain associated with file sharing, indicating potential phishing activity that could lead to initial access.",ext to int,,,,,,3,Phishing,"The rule detects a DNS query for a suspicious domain related to file sharing, which may indicate potential phishing or malicious activity, but does not confirm a successful compromise.","dns,suspicious,filesharing,anomaly"
2835192,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule focuses on detecting suspicious domain activity in TLS traffic, which is commonly associated with Command and Control communication.",int to ext,,,,,,4,Data Exfiltration,"The rule detects a suspicious domain associated with filesharing, indicating potential data exfiltration, but does not confirm a successful compromise.","filesharing,suspicious,tls,domain"
2835194,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects SSL certificate queries to an external IP lookup service, indicating potential reconnaissance activity by an attacker to identify external IP addresses associated with the target network.",ext to int,,,,,,2,Malware,"The rule detects an informational SSL certificate lookup from an external IP, indicating potential benign behavior. No successful compromise is detected.","ssl,certificate,anomaly,external"
2835196,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects HTTP requests to an external service that checks the public IP address, which can indicate reconnaissance activity as attackers often seek to identify their external presence or confirm their network configuration.",ext to int,,,,,,2,Malware,The rule detects an external IP check which may indicate reconnaissance but does not confirm a successful compromise.,"ipcheck,http,anomaly,informational"
2835265,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query to a known command and control (CnC) domain associated with mobile malware, indicating that the malware is attempting to communicate with its CnC server, which is a key aspect of the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query to a known command and control domain associated with mobile malware, indicating a successful compromise of a mobile device.","dns,malware,c2,mobile,DonotGroup**"
2835269,Discovery,Reconnaissance,TA0043,External Service Discovery,T1046,"The rule detects external IP lookups which indicate an attempt to gather information about external services, aligning with the reconnaissance phase of an attack.",ext to int,,,,,,3,Malware,"The rule detects an external IP lookup for a known service, indicating potential benign activity rather than a confirmed compromise.","ssl,certificate,external,anomaly,SSL_Malicious_Cert**"
2835287,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware variant's communication with its command and control server, indicating that the malware is likely exfiltrating data over an established connection.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a known Trojan banker malware targeting Android devices, indicating a potential compromise.","trojan,mobile,c2,exfiltration,Android**"
2835297,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware (Trojan-Banker) communicating with a command and control server, indicating that it is likely attempting to exfiltrate data or receive commands.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a mobile banking Trojan, indicating a potential compromise of the mobile device and possible data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2835331,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a Trojan-Dropper that targets Android devices, indicating that the malware may be delivered through malicious applications or compromised websites, which aligns with the Initial Access phase.",int to ext,,,,,,7,Malware,"The rule detects a successful infection of a mobile device by Trojan malware, which can lead to data theft and unauthorized access.","trojan,mobile,smtp,android,Android**"
2835456,Initial Access,Initial Access,TA0001,Malicious App,T1406,"The rule detects a mobile malware variant that exfiltrates sensitive information from an Android device, indicating an initial compromise through malicious applications.",int to ext,,,,,,8,Malware,"The rule detects a successful exfiltration of sensitive information from a compromised mobile device, indicating a confirmed malware presence.","trojan,exfiltration,mobile,android,Android**"
2835479,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule identifies command and control (C2) beacon traffic from a mobile malware sample, indicating an active communication channel used by attackers to control compromised devices and potentially exfiltrate data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful command-and-control beacon from a mobile malware variant, indicating a potential compromise and ongoing malicious activity.","mobile,c2,beacon,exfiltration,Android, c2**"
2835502,Exfiltration,Exfiltration,TA0010,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware variant that exfiltrates personal and device information via SMTP, indicating a clear attempt to send data to an external server.",ext to int,,,,,,8,Malware,"The rule detects a Trojan malware variant that successfully exfiltrates information from the victim's device, indicating a successful compromise.","trojan,exfiltration,mobile,smtp,Android**"
2835503,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects mobile malware that may be installed through compromised applications or malicious downloads, indicating an initial access vector for attackers targeting mobile devices.",ext to int,,,,,,8,Malware,"The rule detects a successful infection reporting via SMTP, indicating a confirmed compromise with potential data exfiltration.","mobile,trojan,smtp,android,Android**"
2835523,Exfiltration,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP POST requests from a mobile device to a remote server, indicating potential data exfiltration via a command and control channel, which aligns with the exfiltration phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from mobile malware, indicating a potential compromise with exfiltration capabilities.","mobile,trojan,c2,exfiltration,Android**"
2835547,Discovery,Network Service Discovery,T1046,DNS Interrogation,T1590.001,"The rule detects a lookup for an external IP geolocation service, which is often used by attackers to gather information about the network environment and identify potential targets.",ext to int,,,,,,3,Social Engineering,"The rule detects a domain that provides external IP and geoIP information, which can be used for reconnaissance or social engineering, but does not indicate a successful compromise.","info,iplookup,anomaly,sni"
2835548,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects a DNS query to a domain that provides external IP information, which can be utilized by attackers to gather information about the network environment, making it relevant to the Discovery phase.",ext to int,,,,,,2,Social Engineering,"The rule detects a DNS query to a domain that could be associated with geoIP lookups, which may indicate potential reconnaissance or social engineering attempts, but does not confirm a successful compromise.","dns,anomaly,external,info"
2835549,Discovery,Application Layer Protocol,T1071,Application Layer Protocol: Web Protocols,T1071.001,"The rule detects a specific User-Agent string associated with Roblox, indicating potential reconnaissance or unwanted application use on the network, which aligns with the Discovery phase.",ext to int,,,,,,2,Social Engineering,"The rule detects a benign User-Agent associated with a gaming platform, which does not indicate a successful compromise or significant threat.","user-agent,anomaly,policy,informational"
2835684,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects exploitation attempts through HTTP responses setting malicious cookies, indicating an initial access vector often used by exploit kits.",ext to int,,,,,,7,Malware,"The rule detects a successful compromise through a malicious exploit kit that sets a cookie, indicating potential malware delivery.","exploit,cookie,http,inbound"
2835687,Discovery,Reconnaissance,TA0043,Service Discovery,T1046,"The rule detects traffic to an external IP lookup service, indicating reconnaissance activity where an attacker may be gathering information about the victim's network and its external IP addresses.",ext to int,,,,,,3,Malware,The rule detects an external IP lookup related to a potentially benign service (jsonip.com) and does not indicate a successful compromise.,"info,lookup,http,anomaly"
2835690,Discovery,Reconnaissance,TA0043,Network Service Discovery,T1046,"The rule detects a specific HTTP request to 'whoami.php', which is commonly used to gather information about the external IP address of a host. This behavior aligns with reconnaissance activities where an attacker seeks to discover information about the network or system.",int to ext,,,,,,3,Malware,"The rule detects a potential external IP lookup related to a known malware family (Emotet), but does not indicate a successful compromise.","ip,lookup,http,anomaly"
2835742,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic associated with the Leopard Remote Control System, indicating a potential command and control channel, which is a common tactic used by attackers to maintain communication with compromised systems.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential check-ins from a remote control system, which could indicate anomalous behavior, but does not confirm a successful compromise.","remote,control,anomaly,client,RemoteAccessTool**"
2835911,Discovery,Discovery,TA0007,System Information Discovery,T1082,"The rule detects inbound PowerShell commands querying system registry for geo-location information, indicative of an attacker gathering system information, fitting the Discovery phase.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects inbound PowerShell usage that queries system information, indicating potential reconnaissance or lateral movement by an attacker, which is a sign of a successful compromise.","powershell,geo-location,anomaly,trojan,T1082, T1086**"
2835928,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to an external IP address lookup service, which could indicate that a compromised host is attempting to communicate with an external command and control server for further instructions or data exfiltration.",ext to int,,,,,,2,DNS Spoofing/Poisoning,"The rule detects a DNS query for an external IP address lookup service, indicating potential reconnaissance activity, but does not confirm a successful compromise.","dns,external,lookup,anomaly,IP_address_lookup_website**"
2835929,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects HTTP requests to an external IP address lookup service, which may indicate an attacker is gathering information about the network's external IP addresses, a common reconnaissance activity.",ext to int,,,,,,2,Social Engineering,The rule detects a benign external IP address lookup which does not indicate a successful compromise.,"ip_lookup,http_request,external,anomaly,IP_address_lookup_website**"
2835930,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a specific external IP lookup which could indicate a command and control communication channel being established through TLS, suggesting potential malicious activity.",ext to int,,,,,,2,Phishing,The rule detects a domain lookup that could be associated with external IP checks but does not indicate a successful compromise or verified threat.,"tls,iplookup,anomaly,external"
2835996,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule indicates a DNS lookup for a known malicious domain associated with Android banking malware, which is commonly used for initial access to compromise devices.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup associated with a known Trojan banker malware targeting mobile devices, indicating a successful compromise attempt.","dns,trojan,android,malware,Android**"
2836002,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a JavaScript redirector which is often used to exploit vulnerabilities in web browsers, indicative of an initial access attempt through malicious web content.",ext to int,,,,,,7,Malware,"The rule detects a potential successful compromise through a JS redirector that may lead to trojan activity, indicating a higher impact on the network.","redirector,trojan,http,client,Redirector**"
2836003,Initial Access,Drive-by Compromise,T1189,Malicious JavaScript,T1203.003,"The rule detects a JavaScript redirector that can lead to the exploitation of web browsers, indicating an attempt to gain initial access through malicious web content.",ext to int,,,,,,7,Malware,"The rule detects a potential successful compromise through a JS redirector, which is indicative of malware delivery.","redirector,trojan,web,client,Redirector**"
2836004,Initial Access,Drive-by Compromise,T1189,Malicious JavaScript,T1071.001,"The rule detects a JavaScript redirector that is likely used to compromise a client endpoint via a malicious web request, indicating an initial access attempt.",ext to int,,,,,,6,Malware,"The rule detects a potential successful compromise via a JS redirector, indicating a malware delivery mechanism targeting client endpoints.","redirector,trojan,http,client,Redirector**"
2836075,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests to a specific endpoint, which is indicative of a potential command and control communication from a compromised client to an external server, suggesting that the attacker may be attempting to maintain control over the infected host.",ext to int,,,,,,3,Command and Control (C2),The rule detects a management agent check-in which may indicate a policy violation but does not confirm a successful compromise.,"anomaly,http,policy,checkin"
2836171,Initial Access,Exploitation,TA0041,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Google Chrome, which could allow an attacker to gain initial access through remote code execution (RCE) by targeting client software.",ext to int,,,,,,8,Zero-Day Exploits,"The rule detects a potential out-of-bounds memory exploitation in Google Chrome, indicating a successful compromise of client endpoints, which poses a significant security risk.","rce,overflow,client,trojan"
2836207,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query for a known command-and-control domain associated with the Keitaro TDS exploit kit, indicating an attempt to establish communication with an external malicious server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a known command-and-control domain associated with exploit kits, indicating a successful compromise could be occurring.","dns,command,exploit,tds,TDS**"
2836318,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests to a specific endpoint that may indicate a command and control communication pattern, particularly for asset management software, suggesting potential unauthorized data exfiltration or remote control.",ext to int,,,,,,4,Policy Violation,"The rule detects a potential policy violation related to asset management check-ins, but does not indicate a successful compromise or a verifiable threat.","policy,anomaly,http,checkin"
2836359,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects HTTP GET requests related to a remote desktop application (ShowMyPC), indicating potential unauthorized access attempts to external remote services, which aligns with initial access tactics.",ext to int,,,,,,3,Command and Control (C2),"The rule detects potential anomalous HTTP traffic related to remote access tools, but does not confirm a successful compromise.","remoteaccess,anomaly,policy,http,RemoteAccessTool**"
2836496,Initial Access,Reconnaissance,TA0043,Domain Discovery,T1016,"The rule detects an external IP lookup request, which indicates an attempt to gather information about the network or its external IPs, aligning with reconnaissance activities often used in the initial access phase.",ext to int,,,,,,3,Social Engineering,"The rule detects an external IP lookup request, which could indicate reconnaissance or benign activity. It does not indicate a successful compromise.","iplookup,http,anomaly,external,IP_address_lookup_website**"
2836570,Initial Access,Drive-by Compromise,T1189,Malicious Redirects,T1071.001,"The rule detects a malicious browser cookie set by an exploit kit, indicating an attempt to compromise the victim's system through a social engineering tactic, which aligns with initial access techniques.",ext to int,,,,,,6,Social Engineering,"The rule detects a malicious cookie indicating a successful social engineering attack, which can lead to further exploitation.","socialengineering,redirect,cookie,exploitkit"
2836613,Discovery,Discovery,TA0007,System Information Discovery,T1082,"The rule detects the use of Aida64, a system profiling tool, which can be used by attackers to gather information about the system, indicating potential reconnaissance activities.",ext to int,,,,,,2,Policy Violation,"The rule detects a user-agent string from a system profiling tool, which may indicate potential misuse but does not confirm a successful compromise.","user-agent,anomaly,policy,profiling"
2836668,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203.002,"The rule detects RTF documents that may contain embedded commands for PowerShell, indicating a potential initial access vector through malicious files delivered via HTTP.",ext to int,,,,,,4,Malware,"The rule detects potentially malicious RTF documents containing PowerShell commands, but does not confirm a successful compromise.","rtf,powershell,anomaly,http,MalDoc**"
2836715,Initial Access,Initial Access,TA0001,Malicious File,T1203,"The rule detects a Trojan dropper that reports infections via SMTP, indicating an initial compromise of a mobile device, which aligns with initial access tactics.",int to ext,,,,,,7,Malware,"The rule detects a successful infection of a Trojan dropper targeting Android devices, indicating a high risk of compromise and potential data exfiltration.","trojan,mobile,smtp,android,Android**"
2836716,Initial Access,Initial Access,TA0001,Malicious App,T1406,"The rule targets mobile malware that compromises Android devices, indicating an initial access vector via malicious applications that may be downloaded from stores or third-party repositories.",ext to int,,,,,,8,Malware,The rule indicates a successful compromise involving Android malware that can exfiltrate sensitive information and potentially lead to further exploitation.,"trojan,mobile,smtp,spy,Android**"
2836717,Collection,Collection,TA0009,Data from Information Repositories,T1213,"The rule detects malware that exfiltrates sensitive information (SMS messages) via SMTP, which aligns with the Collection phase of the attack lifecycle.",ext to int,,,,,,8,Malware,"The rule detects a successful exfiltration of sensitive information via SMTP, indicating a compromised device.","trojan,exfiltration,mobile,smtp,Android**"
2836744,Collection,Exfiltration Over Command and Control Channel,T1041,Exfiltration Over SMTP,T1041.001,"The rule detects a mobile malware variant that exfiltrates data via SMTP, indicating a collection phase where sensitive information is being sent to an attacker-controlled server.",ext to int,,,,,,8,Malware,The rule detects a successful compromise via a known trojan that exfiltrates sensitive information from mobile devices.,"trojan,exfiltration,mobile,smtp,Android**"
2836745,Exfiltration,Exfiltration,TA0010,Exfiltration Over Email,T1041,"The rule detects a mobile malware variant that exfiltrates data via SMTP, indicating a focus on sending sensitive information out of the network.",ext to int,,,,,,8,Malware,"The rule detects a successful compromise involving Android malware that can exfiltrate sensitive information, indicating a significant security impact.","trojan,exfiltration,mobile,smtp,Android**"
2836771,Discovery,Network Discovery,T1046,Network Service Scanning,T1046,"The rule detects HTTP requests to an external IP address lookup service, indicating an attempt to gather information about the network environment, which aligns with the Discovery phase.",int to ext,,,,,,2,Social Engineering,"The rule detects an informational request for an external IP address lookup, which does not indicate a successful compromise or a significant threat.","ipcheck,http,anomaly,info"
2836772,Discovery,Reconnaissance,TA0043,Domain Discovery,T1016,"The rule detects SSL certificates associated with external IP address lookups, indicating reconnaissance activity where an attacker may be gathering information about the target's network environment.",ext to int,,,,,,2,Eavesdropping/Sniffing,"The rule detects an informational SSL certificate lookup related to an external service, which does not indicate a successful compromise.","tls,certificate,external,anomaly"
2836790,Discovery,Reconnaissance,TA0043,Gather Victim Information,T1592,"The rule detects the use of CanaryTokens, which can be used by attackers to gather information about a target's network or to identify active users. This aligns with the Discovery phase where attackers seek to gather information about their targets.",ext to int,,,,,,4,Social Engineering,"The rule detects the use of CanaryTokens, which can be used for reconnaissance in attacks but does not indicate a successful compromise.","anomaly,tls,certificate,policy"
2836791,Discovery,Reconnaissance,TA0043,Active Scanning,T1595,"The rule detects HTTP requests to the Canary Token service, which can be used for reconnaissance to identify if a target is being monitored or to test for vulnerabilities in a network. This indicates a potential scanning activity as attackers may use such services to verify the presence of defenses.",int to ext,,,,,,4,Social Engineering,"The rule detects HTTP requests to a Canary Token service, which can indicate reconnaissance but does not confirm a successful compromise.","http,anomaly,recon,policy"
2836815,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects outbound UDP traffic that may indicate communication with a gaming platform, which could be used for command and control purposes in a malicious context.",ext to int,,,,,,2,Malware,"The rule detects keep-alive traffic from gaming servers, which is not indicative of a successful compromise or a significant threat.","keepalive,anomaly,client,outbound"
2836886,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a response from TrustViewer, a remote access tool, indicating potential unauthorized access to a system, which aligns with initial access tactics.",ext to int,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects a potential remote access tool response, which could indicate an ongoing or established threat, but does not confirm a successful compromise.","http,anomaly,response,trustviewer"
2836887,Initial Access,External Remote Services,T1133,External Remote Services,T1133.001,"The rule detects a specific HTTP request related to TrustViewer, a remote access tool, indicating potential initial access through external remote services.",int to ext,,,,,,3,Command and Control (C2),"The rule detects a request to a remote access tool, which is indicative of potential malicious activity but does not confirm a successful compromise.","remote,access,http,anomaly"
2836888,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in via HTTP POST requests, indicating an established command and control channel used for exfiltration of data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of an Android device and ongoing command and control communication.","mobile,command,trojan,exfiltration"
2836939,Initial Access,Execution,TA0002,Command and Scripting Interpreter,T1059,"The rule detects the use of PowerShell to download potentially malicious scripts, indicating an initial access attempt where an attacker may be executing commands on a compromised system.",ext to int,,,,,,6,Malware,"The rule detects a potential successful download of a PowerShell script with downloading capabilities, which could indicate a malicious payload or further exploitation, warranting a moderate impact score.","powershell,downloader,http,policy,PowerShell, T1086**"
2836940,Initial Access,Initial Access,TA0001,Malicious File,T1203,"The rule detects the download of PowerCat, which is a tool used for establishing reverse shells, indicating potential initial access to the system.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential download of PowerCat, which is often associated with malicious PowerShell activity, indicating a successful compromise.","http,powercat,inbound,policy,PowerShell, T1086**"
2836976,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects an injection technique targeting web clients, indicating an attempt to exploit vulnerabilities in web browsers, which aligns with the initial access phase through drive-by compromise.",ext to int,,,,,,7,Malware,"The rule detects a known malicious injection technique targeting client endpoints, indicating a successful compromise of the web application.","injection,client,malicious,web"
2837012,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit attempting to set a malicious cookie on a client, indicating an initial access attempt through a public-facing application.",ext to int,,,,,,8,Malware,"The rule detects an inbound malicious cookie from an exploit kit, indicating a successful compromise attempt.","exploit,cookie,inbound,http"
2837013,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit's attempt to set a malicious cookie, indicating an initial access attempt through a web application vulnerability.",ext to int,,,,,,6,Malware,"The rule detects an inbound malicious cookie associated with an exploit kit, indicating a successful compromise attempt.","exploit,cookie,http,inbound"
2837058,Collection,Exfiltration Over Command and Control Channel,T1041,Exfiltration Over SMTP,T1041.001,"The rule detects a trojan that exfiltrates data via SMTP, indicating an active collection phase where sensitive information is being sent to an external server.",int to ext,,,,,,8,Malware,"The rule detects a Trojan malware that successfully exfiltrates data via SMTP, indicating a successful compromise of the mobile device.","trojan,exfiltration,mobile,smtp,Android**"
2837059,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a mobile malware variant that reports infection via SMTP, indicating communication with a command and control server, which aligns with the Command and Control tactic.",ext to int,,,,,,8,Malware,"The rule indicates a successful infection of a mobile device by Trojan malware, which can lead to significant data compromise and unauthorized access to sensitive information.","trojan,android,smtp,spy,Android**"
2837060,Exfiltration,Exfiltration Over Command and Control Channel,TA0011,Exfiltration Over SMTP,T1041,"The rule detects mobile malware that exfiltrates data via SMTP, indicating a command and control channel used for data exfiltration.",int to ext,,,,,,8,Malware,"The rule detects a successful compromise of an Android device by a Trojan-Spy malware that exfiltrates sensitive information via SMTP, indicating a critical threat.","trojan,exfiltration,android,smtp,Android**"
2837061,Initial Access,Initial Access,TA0001,Spear Phishing Attachment,T1566.001,"The rule detects malware that compromises mobile devices via malicious emails, indicating an initial access vector through phishing.",ext to int,,,,,,8,Malware,"The rule detects a successful infection of a mobile device by a Trojan, which indicates a high security impact due to potential data exfiltration and control over the device.","trojan,android,smtp,mobile,Android**"
2837062,Initial Access,Initial Access,TA0001,Spear Phishing Attachment,T1566.001,"The rule detects Android mobile malware that may be delivered via email attachments, which is a common method for initial access through social engineering tactics.",ext to int,,,,,,8,Malware,"The rule detects a successful infection via SMTP from external sources, indicating a serious compromise involving mobile malware targeting Android devices.","mobile,trojan,smtp,android,Android**"
2837063,Initial Access,Execution,TA0002,User Execution,T1203,"The rule detects Android malware that may be executed when a user interacts with a malicious application or link, indicating initial access through user execution.",ext to int,,,,,,8,Malware,"The rule detects a specific Android Trojan activity indicating a successful compromise of a mobile device, which can lead to significant data theft and control over the device.","mobile,trojan,smtp,battery,Android**"
2837064,Collection,Collection,TA0009,Data from Information Repositories,T1213,"The rule detects mobile malware that exfiltrates personal and device information via SMTP, indicating an active collection of sensitive data from the compromised device.",int to ext,,,,,,8,Malware,"The rule indicates a successful compromise involving Android mobile malware that exfiltrates data via SMTP, which poses a significant threat to the integrity and confidentiality of user data.","mobile,exfiltration,trojan,smtp,Android**"
