sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2045907,Collection,Collection,TA0009,Data from Information Repositories,T1213,"The rule detects DNS over HTTPS (DoH) domains, which may indicate that an attacker is using encrypted DNS queries to conceal their data collection activities, fitting within the collection phase of an attack.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains, which could indicate potential misuse but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045908,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover network services and evade detection. This aligns with the Discovery phase as it involves gathering information about the network environment.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains, which may indicate anomalous activity but does not confirm a successful compromise or a specific threat.","dns,tls,anomaly,info,DoH**"
2045909,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can indicate an attempt to discover network services or exfiltrate data while evading detection. This aligns with the Discovery phase as attackers may use such methods to gather information about a network.",ext to int,,,,,,3,Miscellaneous,The rule detects potential anomalies in DNS over HTTPS traffic but does not indicate a confirmed compromise. It is more informational in nature.,"dns,https,anomaly,information,DoH**"
2045910,Collection,Collection,TA0023,Data from Information Repositories,T1213,"The rule detects DNS over HTTPS domains, which may indicate the collection of data or exfiltration attempts using encrypted channels, fitting the Collection phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain but does not indicate a successful compromise, hence a lower impact score.","dns,https,anomaly,info,DoH**"
2045911,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover services and domains while evading traditional DNS monitoring. This behavior aligns with the Discovery phase of an attack lifecycle.",ext to int,,,,,,2,Miscellaneous,The rule detects potential DNS over HTTPS activity but does not indicate a successful compromise or a direct threat.,"dns,https,anomaly,info,DoH**"
2045912,Discovery,Network Discovery,T1046,DNS Interception,T1071.001,"The rule detects DNS over HTTPS traffic, which can indicate reconnaissance or discovery activities where an attacker is probing for information about the network or services available. This aligns with the Discovery phase of the attack lifecycle.",ext to int,,,,,,3,Miscellaneous,The rule indicates the observation of a DNS over HTTPS domain which could signify benign or anomalous activity but does not confirm a successful compromise or immediate threat.,"dns,https,anomaly,information,DoH**"
2045913,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to perform reconnaissance and discover services without being easily detected. This aligns with the Discovery phase as it indicates an attempt to gather information about the network.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which is not indicative of a successful compromise but rather a potential anomaly. It does not directly correlate to malicious activity without further context.","dns,https,anomaly,information,DoH**"
2045914,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used for network service discovery by revealing domain names and potentially identifying services that are reachable over the network.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which is not indicative of a successful compromise but rather an informational alert about potential anomalies.","dns,tls,anomaly,information,DoH**"
2045915,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule identifies DNS over HTTPS traffic, which can be used by attackers to discover and communicate with external resources, indicating potential reconnaissance activity.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which is not indicative of a successful compromise but rather an observation of potentially benign activity. It does not signal an immediate threat.","dns,https,anomaly,informational,DoH**"
2045916,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule identifies DNS over HTTPS traffic, which can be used by attackers to discover network services or exfiltrate data while evading detection, indicating a potential reconnaissance phase.",ext to int,,,,,,3,Malware,The rule detects DNS over HTTPS traffic which could indicate anomalous behavior but does not confirm a successful compromise.,"dns,tls,anomaly,info,DoH**"
2045917,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic which can be used to obscure command and control communications, indicating potential malicious activity related to command and control operations.",ext to int,,,,,,3,Miscellaneous,The rule detects a potentially anomalous DNS over HTTPS domain but does not indicate a successful compromise or a direct threat.,"doh,tls,anomaly,info,DoH**"
2045918,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to gather information about the network and exfiltrate data while evading detection. This aligns with the Discovery phase as it involves identifying and utilizing network services.",ext to int,,,,,,3,Miscellaneous,The rule detects a DNS over HTTPS domain which could indicate potential malicious activity but does not confirm a successful compromise.,"dns,anomaly,tls,info,DoH**"
2045919,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which can indicate an actor's attempt to discover network services or endpoints while obscuring their activity, fitting the Discovery phase.",ext to int,,,,,,3,Miscellaneous,The rule detects DNS over HTTPS traffic which may indicate anomalous behavior but does not confirm a successful compromise.,"dns,https,anomaly,informational,DoH**"
2045920,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects anomalies in DNS over HTTPS traffic, which can indicate reconnaissance activities where attackers are trying to discover network services or exfiltrate data covertly.",ext to int,,,,,,3,Miscellaneous,The rule detects a DNS over HTTPS domain that may be related to anomalies but does not indicate a successful compromise. The alert is informational and should be investigated further.,"dns,tls,anomaly,info,DoH**"
2045921,Discovery,Network Discovery,T1016,Application Layer Protocol,T1047,"The rule detects DNS over HTTPS traffic, which can be used by attackers to exfiltrate data or communicate with command and control servers, indicating network discovery activities.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domain usage, which may indicate anomalous activity but does not confirm a successful compromise. The alert is informational and does not indicate a direct threat.","dns,tls,anomaly,info,DoH**"
2045922,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to exfiltrate data or communicate with command and control servers while evading detection, indicating a potential discovery phase of network services.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic associated with specific domains, indicating potential anomalies but not confirming a successful compromise.","dns,https,anomaly,informational,DoH**"
2045923,Discovery,Network Discovery,T1016,Application Layer Protocol,T1040,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover network services and evade detection, indicating a potential reconnaissance phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS traffic which may indicate benign or anomalous behavior, but does not confirm a successful compromise.","dns,anomaly,tls,info,DoH**"
2045924,Discovery,Network Discovery,Discovery,DNS Query,T1071.001,"The rule detects DNS over HTTPS traffic, which can indicate network reconnaissance activities as attackers may use such techniques to discover services and endpoints.",ext to int,,,,,,2,Malware,The rule detects DNS over HTTPS traffic which could indicate potential malicious activity but does not confirm a successful compromise.,"dns,tls,anomaly,info,DoH**"
2045925,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers for command and control communications, allowing them to bypass traditional network security measures.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which could indicate unusual activity but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045926,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects DNS over HTTPS (DoH) traffic, which can indicate an attempt to discover network services or endpoints through DNS queries, aligning with the Discovery phase of an attack.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS over HTTPS traffic but does not indicate a successful compromise or a known threat. It is informational and should be considered low risk.,"dns,https,anomaly,informational,DoH**"
2045927,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection. This aligns with the Command and Control phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which could indicate potential malicious activity, but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045928,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover services and network resources while evading traditional DNS monitoring. This aligns with the Discovery phase as it involves gathering information about the network.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain, which does not indicate a successful compromise but rather an observed anomaly. The potential for malicious activity exists, but it is not confirmed.","dns,tls,anomaly,information,DoH**"
2045929,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to perform network service discovery while evading detection mechanisms, indicating potential reconnaissance activity.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which could indicate anomalous behavior but does not confirm a successful compromise.","dns,tls,anomaly,information,DoH**"
2045930,Discovery,Network Discovery,T1016,System Network Configuration Discovery,T1016.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to conceal their network activity and gather information about the victim's network configuration. This aligns with the Discovery phase as it involves gathering information about the network.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which does not indicate a successful compromise, but rather a potential anomaly. It is informational and does not directly correlate to a verifiable threat.","dns,https,anomaly,info,DoH**"
2045931,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to exfiltrate data or communicate with command and control servers, indicating reconnaissance or information gathering activities.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which could indicate anomalous activity but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045932,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to conceal command and control communications, making it relevant to the Command and Control phase.",ext to int,,,,,,3,Miscellaneous,The rule detects an observed DNS over HTTPS domain but does not indicate a successful compromise. It is informational and requires further correlation with other alerts for potential threats.,"dns,tls,anomaly,info,DoH**"
2045933,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels, making it relevant to the Command and Control phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS domains, which indicates potential anomalies but does not confirm a successful compromise. It is informational and does not indicate a direct threat.","dns,https,anomaly,information,DoH**"
2045934,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can indicate an adversary's attempt to discover or communicate with services using encrypted DNS queries, often used for reconnaissance or to evade detection.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domain traffic, which could indicate potential malicious activity but does not confirm a compromise.","dns,tls,anomaly,info,DoH**"
2045935,Collection,Collection,TA0009,Data from Information Repositories,T1213,"The rule detects DNS over HTTPS traffic, which can be used by attackers to exfiltrate data or communicate with command and control servers, indicating potential data collection activities.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS over HTTPS domains which could indicate potential anomalies but does not confirm a successful compromise.,"dns,anomaly,tls,info,DoH**"
2045936,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which can indicate reconnaissance activities where an attacker is discovering network services and endpoints using encrypted DNS queries.",ext to int,,,,,,3,Miscellaneous,"The rule alerts on a DNS over HTTPS domain, which indicates potential anomalous activity but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045937,Discovery,Network Discovery,T1016,Network Service Discovery,T1016.001,"The rule detects DNS over HTTPS domains, which can indicate reconnaissance activity where an attacker is discovering services and endpoints using encrypted DNS queries. This aligns with the Discovery phase as it suggests an attempt to gather information about the network.",ext to int,,,,,,3,Miscellaneous,The rule detects potential anomalies in DNS over HTTPS but does not indicate a successful compromise or a clear malicious activity.,"dns,https,anomaly,info,DoH**"
2045938,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover services and exfiltrate data while evading detection, indicating a potential reconnaissance phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains, which could indicate potential malicious activity but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045939,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects DNS over HTTPS traffic, which can be indicative of network service discovery activities, as attackers may use this method to enumerate services and domains without being easily detected.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS traffic which could indicate potential anomalous behavior, but does not confirm a successful compromise or malicious intent.","dns,tls,anomaly,info,DoH**"
2045940,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover services and exfiltrate data while evading traditional DNS monitoring.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains which may indicate anomalous behavior, but does not confirm a successful compromise.","dns,tls,anomaly,informational,DoH**"
2045941,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects DNS over HTTPS traffic, which can be used to discover external domains and services, indicating potential reconnaissance activities.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain, which may indicate potential malicious activity but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045942,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to exfiltrate data or communicate with command and control servers while obscuring their activity, indicating a potential reconnaissance phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain but does not indicate a successful compromise or a direct threat, thus a lower impact score is assigned.","dns,tls,anomaly,informational,DoH**"
2045943,Discovery,Network Service Discovery,T1046,Domain Trust Discovery,T1075,"The rule detects DNS over HTTPS traffic, indicating a potential reconnaissance activity where an attacker may be discovering network services or domains that could be exploited or monitored.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic that could indicate potential malicious activity, but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045944,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to evade detection and perform network service discovery without being easily monitored. This aligns with the Discovery phase as it involves gathering information about the network.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS over HTTPS traffic which may indicate potential anomalies but does not confirm a successful compromise.,"dns,anomaly,tls,info,DoH**"
2045945,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects DNS over HTTPS traffic, which can be used to discover network services and potentially exfiltrate information. This aligns with the Discovery phase as it involves reconnaissance of network resources.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which is not indicative of a successful compromise and is more related to informational alerts. It does not signify an immediate threat.","dns,https,anomaly,informational,DoH**"
2045946,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which can indicate the discovery of network services or resources that may be used for further exploitation or data collection.",ext to int,,,,,,3,Malware,The rule detects potential anomalies related to DNS over HTTPS but does not indicate a successful compromise or immediate threat.,"dns,tls,anomaly,info,DoH**"
2045947,Discovery,Network Discovery,T1016,Application Layer Protocol,T1048,"The rule detects DNS over HTTPS traffic, which can indicate reconnaissance activities by attackers to gather information about the network and its services, fitting within the Discovery phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain but does not indicate a successful compromise or a direct threat, thus receiving a low impact score.","dns,anomaly,tls,info,DoH**"
2045948,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to perform reconnaissance or exfiltration of data while evading traditional security measures.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS domain usage, which is not indicative of a successful compromise but rather a potential anomaly. It is informational and requires further context for significance.","dns,tls,anomaly,info,DoH**"
2045949,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects DNS over HTTPS (DoH) queries, which can be indicative of an attacker discovering network services or attempting to gather information about the network environment. This aligns with the Discovery phase of the attack lifecycle.",ext to int,,,,,,2,Malware,"The rule detects a DNS over HTTPS domain, which may indicate anomalous activity but does not confirm a successful compromise.","doh,dns,tls,anomaly,DoH**"
2045950,Discovery,Network Discovery,T1046,DNS Discovery,T1590,"The rule detects DNS over HTTPS traffic, which may indicate an attempt to discover or communicate with external resources, aligning with the Discovery phase of an attack.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which may indicate unusual activity but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045951,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to perform network service discovery and exfiltrate data while evading traditional DNS monitoring.",ext to int,,,,,,3,Malware,The rule detects a potential anomaly related to DNS over HTTPS but does not indicate a successful compromise or clear malicious intent.,"dns,anomaly,tls,information,DoH**"
2045952,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover and communicate with external services while evading detection. This behavior aligns with the Discovery phase as it involves gathering information about network services.",ext to int,,,,,,2,Miscellaneous,The rule detects potential anomalies related to DNS over HTTPS but does not indicate a successful compromise or a high-risk threat.,"dns,tls,anomaly,info,DoH**"
2045953,Discovery,Discovery,T1018,Network Service Scanning,T1046,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to obscure their activities and gather information about the network environment, indicating reconnaissance behavior often associated with the Discovery phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain, which may indicate anomalous behavior, but does not confirm a successful compromise.","dns,anomaly,tls,info,DoH**"
2045954,Discovery,Network Discovery,T1016,System Network Configuration Discovery,T1016.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to obfuscate their network activity and discover network configurations, making it relevant to the Discovery phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which could indicate anomalous activity, but does not confirm a successful compromise.","dns,anomaly,tls,info,DoH**"
2045955,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to discover services and endpoints while evading traditional DNS monitoring, indicating a phase of discovery in the attack lifecycle.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic, which is informational and does not indicate a successful compromise. It highlights potential anomalies but lacks verifiable threats.","dns,tls,anomaly,info,DoH**"
2045956,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to hide their command and control communications or to discover network services, indicating potential reconnaissance activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which may indicate potential malicious activity, but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045957,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to enumerate services and gather information about the network while evading traditional DNS monitoring.",ext to int,,,,,,2,Miscellaneous,"The rule indicates observation of DNS over HTTPS domains, which may suggest potential benign or anomalous traffic rather than a confirmed compromise.","dns,anomaly,tls,info,DoH**"
2045958,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which can be used for network discovery activities. This indicates that the attacker may be trying to identify services or endpoints on the network.",ext to int,,,,,,3,Miscellaneous,The rule detects potential anomalies in DNS over HTTPS but does not indicate a successful compromise or a verified threat.,"dns,tls,anomaly,info,DoH**"
2045959,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS domains, which can be indicative of reconnaissance activities where an attacker is attempting to discover services or establish communication channels while obfuscating their traffic.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which could indicate potential malicious activity, but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045960,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish command and control channels while evading detection by traditional security measures.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains, which may indicate anomalous activity but does not confirm a successful compromise.","dns,anomaly,tls,info,DoH**"
2045961,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS traffic, which can be indicative of reconnaissance activities as attackers may use this method to discover services and endpoints without being easily detected.",ext to int,,,,,,3,Miscellaneous,"The rule detects a domain related to DNS over HTTPS, which is not indicative of a successful compromise but rather an informational alert about observed traffic patterns.","dns,https,sni,anomaly,DoH**"
2045962,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS (DoH) domains, which can indicate an attempt to discover network services or exfiltrate data while concealing traffic patterns. This aligns with the Discovery phase as it involves probing the network for information.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which does not indicate a successful compromise but rather a potential anomaly. It is categorized as informational and lacks direct evidence of malicious activity.","dns,anomaly,tls,info,DoH**"
2045963,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule detects DNS over HTTPS traffic, which can indicate reconnaissance activities where an attacker is probing for services and gathering information about the network. This aligns with the Discovery phase as the attacker seeks to identify network resources.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS over HTTPS domain, which could indicate anomalous behavior but does not confirm a successful compromise.","dns,tls,anomaly,info,DoH**"
2045964,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, indicating an attempt to discover network services or exfiltrate data while obscuring the communication, which aligns with the Discovery phase.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain which may indicate anomalous activity, but it does not confirm a successful compromise or an immediate threat.","dns,https,anomaly,informational,DoH**"
2045965,Discovery,Network Discovery,T1046,Network Service Scanning,T1046,"The rule detects DNS over HTTPS (DoH) traffic, which can indicate an attempt to discover network services or evade detection mechanisms by using encrypted DNS queries. This aligns with the Discovery phase as attackers may use such techniques to gather information about the network.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS domains, which could indicate potential malicious activity but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045966,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS traffic, which can be indicative of reconnaissance activities where an attacker may be trying to gather information about the network or services available. This aligns with the Discovery phase as it involves identifying potential targets and services.",ext to int,,,,,,3,Miscellaneous,The rule detects a DNS over HTTPS domain which may indicate potential malicious activity but does not confirm a successful compromise.,"dns,anomaly,tls,info,DoH**"
2045967,Discovery,Network Service Discovery,T1046,DNS over HTTPS,T1071.001,"The rule detects DNS over HTTPS traffic, which can be used by attackers to perform reconnaissance and discover network services without being easily detected. This aligns with the Discovery phase as it involves gathering information about the network.",ext to int,,,,,,3,Miscellaneous,"The rule detects a DNS over HTTPS domain, which could indicate potential malicious activity but does not confirm a successful compromise.","dns,https,anomaly,info,DoH**"
2045968,Discovery,Network Discovery,T1016,Network Service Discovery,T1046,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to evade detection and discover network services. This behavior aligns with the Discovery phase as it involves gathering information about the network.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS domains, which may indicate anomalous behavior but does not confirm a successful compromise or a high-impact threat.","dns,tls,anomaly,info,DoH**"
2045969,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries related to an exploit kit, indicating an attempt to gain initial access through malicious domains, which is characteristic of drive-by compromise attacks.",ext to int,,,,,,3,Malware,"The rule detects a DNS lookup for a domain associated with an exploit kit, indicating potential malicious activity but not a confirmed compromise.","exploit,dns,tds,ta569,Exploit_Kit, ta569, TDS**"
