sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2806224,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule targets vulnerabilities in web client software, specifically looking for exploit attempts against browsers, which aligns with the Initial Access phase as attackers often exploit these vulnerabilities to gain initial foothold on a system.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",7,Ransomware,The rule detects a remote code execution vulnerability that can lead to successful compromise of client endpoints.,"remote,execution,client,exploit,Web_Client_Attacks**"
2806225,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule targets vulnerabilities in web client software, indicating an attempt to exploit a public-facing application to gain initial access to the system.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",8,Advanced Persistent Threats (APTs),The rule detects a specific remote code execution vulnerability that suggests a successful compromise could occur if exploited.,"remote,code,execution,client,Web_Client_Attacks**"
2806226,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects attempts to exploit vulnerabilities in web client applications, allowing attackers to gain initial access to a system through compromised browsers, which aligns with the Initial Access tactic.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",8,Ransomware,"The rule detects a potential successful exploitation of a vulnerability in the Microsoft Remote Desktop Client, which could lead to remote code execution on client endpoints.","remote,code,execution,client,Web_Client_Attacks**"
2806227,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects exploitation attempts against web client software vulnerabilities, allowing attackers to gain initial access to the system.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a potential Remote Code Execution (RCE) vulnerability that can lead to successful compromise of client endpoints, indicating a significant security impact.","remote,execution,client,exploit,Web_Client_Attacks**"
2806228,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule targets vulnerabilities in web browsers, indicative of an exploit attempt to gain initial access to a client endpoint through malicious payloads.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a specific vulnerability (CVE-2013-1296) that allows for remote code execution, indicating a successful compromise of a client endpoint.","remote,code,execution,client,Web_Client_Attacks**"
2806229,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects attempts to exploit vulnerabilities in web client software, which is indicative of initial access attempts through public-facing applications.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a potential remote code execution vulnerability that can lead to a successful compromise of client endpoints, warranting a higher impact score.","remote,code,execution,client,Web_Client_Attacks**"
2806230,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit targeting vulnerabilities in web client software, specifically through a remote code execution attack via Microsoft Remote Desktop Client, which aligns with the Initial Access phase as it aims to compromise the client endpoint.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential successful compromise involving a known vulnerability (CVE-2013-1296) that allows for remote code execution, indicating a serious threat to client endpoints.","remote,execution,client,exploit,Web_Client_Attacks**"
2806231,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects an exploit targeting vulnerabilities in web client software, specifically through the use of the Microsoft Remote Desktop Client, indicating an attempt to gain initial access to a system.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a specific remote code execution vulnerability that can lead to a successful compromise of client endpoints, indicating a high impact on security.","remote,execution,client,exploit,Web_Client_Attacks**"
2806232,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule targets vulnerabilities in web client software, indicating an attempt to exploit a public-facing application to gain initial access to the client endpoint.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",8,Ransomware,"The rule detects a potential remote code execution vulnerability that could lead to a successful compromise, indicating a high impact on security.","rce,web,client,exploit,Web_Client_Attacks**"
2806233,Initial Access,Initial Access,TA0001,Exploit Public Facing Application,T1190,"The rule detects exploitation attempts against web client vulnerabilities, which align with initial access tactics used by attackers to compromise client endpoints.",ext to int,CVE-2013-1296,4/9/13 22:55,10,8.6,"The Remote Desktop ActiveX control in mstscax.dll in Microsoft Remote Desktop Connection Client 6.1 and 7.0 does not properly handle objects in memory, which allows remote attackers to execute arbitrary code via a web page that triggers access to a deleted object, and allows remote RDP servers to execute arbitrary code via unspecified vectors that trigger access to a deleted object, aka ""RDP ActiveX Control Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a successful Remote Code Execution vulnerability in the Microsoft Remote Desktop Client, indicating a potential compromise of client endpoints.","remote,code,execution,client,Web_Client_Attacks**"
2806240,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is likely exfiltrating data or receiving commands, which aligns with the Command and Control phase.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a known mobile malware (Trojan-SMS.AndroidOS.Opfake.a), indicating a potential compromise of mobile devices.","trojan,mobile,http,c2,Android**"
2806246,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of mobile malware, specifically targeting Android devices, which often establish command and control channels to exfiltrate data.",ext to int,,,,,,8,Malware,"The rule detects a known mobile malware check-in, indicating a successful compromise of a mobile client, which poses a significant security threat.","mobile,trojan,c2,exfiltration,Android**"
2806249,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware that communicates with a command and control server to exfiltrate data, indicating its role in maintaining control over compromised devices.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of a device and ongoing command and control activity.","trojan,mobile,command,exfiltration,Android**"
2806250,Exfiltration,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in that involves uploading data to a remote server, indicating potential data exfiltration via a command and control channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful communication from a mobile malware variant to a command and control server, indicating a potential compromise of the device.","mobile,trojan,c2,exfiltration,Android**"
2806257,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests to a known geo IP lookup service, which may indicate that an attacker is using the service as part of their command and control infrastructure to obfuscate their location or manage compromised systems.",int to ext,,,,,,3,Phishing,"The rule detects a DNS lookup to a geo IP service, which does not indicate a successful compromise but rather a potential anomaly in traffic.","geo,anomaly,http,lookup"
2806274,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203,"The rule detects HTTP requests related to downloading an installer from a potentially malicious site, indicating an attempt to gain initial access through a malicious file download.",int to ext,,,,,,3,Malware,"The rule indicates potential use of a torrent client for downloading potentially harmful content, but does not confirm a successful compromise.","anomaly,policy,http,client"
2806276,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware communicating with a command and control server, indicating potential exfiltration of data over a malicious channel.",ext to int,,,,,,7,Malware,"The rule detects a mobile malware check-in indicating a successful compromise of a mobile device, which poses a significant security threat.","mobile,trojan,c2,checkin,Android**"
2806287,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is establishing communication to exfiltrate data, which aligns with the Command and Control tactic.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from mobile malware (Android/Adware.Kuguo.B) to a command and control server, indicating a potential compromise.","mobile,adware,c2,trojan,Android**"
2806289,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests with specific patterns that are indicative of a remote access tool's check-in behavior, which is characteristic of command and control communication.",ext to int,,,,,,4,Miscellaneous,The rule detects potential check-in traffic from a known remote access tool but does not confirm a successful compromise.,"remoteaccess,checkin,http,anomaly,RemoteAccessTool**"
2806295,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent string associated with potentially malicious activity, indicating that an attacker may be attempting to access a target system using HTTP, which aligns with Initial Access tactics.",int to ext,,,,,,3,Malware,"The rule detects a specific User-Agent string associated with a known malware, but it does not indicate a successful compromise.","anomaly,user-agent,policy,info"
2806315,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects potential communication from a mobile malware to its command and control server, indicating an attempt to exfiltrate data such as user credentials and device information.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant indicating active communication with a command and control server, suggesting a confirmed compromise.","trojan,mobile,http,c2,Android**"
2806329,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent string associated with a toolkit that may be used to deliver malware, indicating an attempt to gain initial access to the network.",ext to int,,,,,,3,Social Engineering,"The rule detects a specific user-agent string associated with a toolkit, indicating potential policy violation but not a confirmed compromise.","anomaly,user-agent,policy,http"
2806331,Initial Access,Initial Access,TA0001,Malicious Mobile Code,T1406,"The rule detects mobile malware targeting Android devices that can compromise the device and gain unauthorized access to sensitive information, indicating an initial access vector through malicious applications.",ext to int,,,,,,8,Malware,"The rule detects a specific Android mobile malware which indicates a successful compromise of the client endpoint, thus warranting a higher impact score.","mobile,trojan,c2,android,Android**"
2806332,Initial Access,Initial Access,TA0001,Spear Phishing Link,T1566.001,"The rule detects mobile malware that may be delivered through malicious links, indicating an initial access vector where attackers compromise devices by tricking users into interacting with harmful content.",ext to int,,,,,,7,Malware,"The rule detects potential mobile malware activity targeting Android devices, indicating a successful compromise of client endpoints.","mobile,trojan,downloader,c2,Android**"
2806341,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in, indicating that the device is communicating with a command and control server, which is characteristic of the Command and Control tactic.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful connection from a mobile malware variant, indicating potential compromise and data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2806354,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects potential exploitation of web client software vulnerabilities, indicative of drive-by download attacks, which are typically used to gain initial access to a victim's system.",ext to int,CVE-2013-1301,5/15/13 3:36,2.9,8.6,"Microsoft Visio 2003 SP3 2007 SP3, and 2010 SP1 allows remote attackers to read arbitrary files via an XML document containing an external entity declaration in conjunction with an entity reference, aka ""XML External Entities Resolution Vulnerability.""",6,Data Breach,"The rule detects a potential information disclosure vulnerability in Microsoft Visio, which can lead to a successful compromise of client endpoints.","information,disclosure,web,client,Web_Client_Attacks**"
2806364,Initial Access,Exploitation of Public-Facing Applications,TA0040,Exploitation of Vulnerability,T1203,"The rule detects an exploit targeting a vulnerability in web browsers, indicating an attempt to gain initial access through exploitation of client software.",ext to int,CVE-2013-1312,5/15/13 3:36,10,8.6,"Use-after-free vulnerability in Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code via a crafted web site that triggers access to a deleted object, aka ""Internet Explorer Use After Free Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2013-1312) in Microsoft Internet Explorer that can lead to a successful compromise of client endpoints, thus warranting a higher impact score.","web,client,exploit,vulnerability,Web_Client_Attacks**"
2806427,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an ongoing communication that is characteristic of a C2 channel used for data exfiltration.",ext to int,,,,,,8,Malware,"The rule detects a successful compromise involving a mobile malware Trojan that is actively communicating with a command and control server, indicating a high security impact.","trojan,mobile,c2,exfiltration,Android**"
2806475,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware backdoor that communicates with a command and control server using HTTP POST requests, indicating an attempt to exfiltrate data or receive commands.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a known mobile malware backdoor, indicating a potential compromise and ongoing malicious activity.","mobile,backdoor,c2,trojan,Android**"
2806482,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule targets vulnerabilities in web browsers that could be exploited via drive-by download attacks, indicating an initial access vector for an attacker.",ext to int,CVE-2013-3111,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3123.",7,Advanced Persistent Threats (APTs),"This rule detects a specific vulnerability in Microsoft Internet Explorer that can lead to successful exploitation, indicating a higher impact on security.","webclient,exploit,javascript,vulnerability,Web_Client_Attacks**"
2806483,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects attempts to exploit vulnerabilities in web browsers, specifically targeting client software, which aligns with initial access methods where attackers exploit client-side vulnerabilities to gain entry into a system.",ext to int,CVE-2013-3111,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 8 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3123.",7,Malware,"The rule detects a known vulnerability (CVE-2013-3111) that can lead to a successful compromise, indicating a higher impact on security.","client,exploit,javascript,vulnerability,Web_Client_Attacks**"
2806484,Initial Access,Exploit Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule targets vulnerabilities in web browsers, specifically through JavaScript attacks, which are commonly used in exploit kits to gain initial access to client endpoints.",ext to int,CVE-2013-3117,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3122 and CVE-2013-3124.",7,Advanced Persistent Threats (APTs),"The rule detects a successful exploit against a web browser vulnerability that could lead to a compromise of the client endpoint, indicating a significant security impact.","use-after-free,web-client,javascript,exploit,Web_Client_Attacks**"
2806486,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects exploit attempts against web browsers, specifically targeting vulnerabilities that can lead to unauthorized access through malicious JavaScript, characteristic of drive-by download attacks.",ext to int,CVE-2013-3119,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 9 and 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3114.",7,Advanced Persistent Threats (APTs),"The rule detects a use-after-free vulnerability in Microsoft Internet Explorer that can lead to a successful compromise of the client endpoint, thus warranting a higher impact score.","webclient,exploit,javascript,vulnerability,Web_Client_Attacks**"
2806488,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects an attempt to exploit a vulnerability in a web browser (CVE-2013-3121), which is indicative of an initial access phase where an attacker seeks to execute malicious code on a client endpoint.",ext to int,CVE-2013-3121,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3112, CVE-2013-3113, CVE-2013-3139, and CVE-2013-3142.",7,Malware,"The rule detects a known vulnerability (CVE-2013-3121) in Microsoft Internet Explorer that can lead to successful exploitation, indicating a higher impact score.","webclient,exploit,javascript,user,Web_Client_Attacks**"
2806500,Initial Access,Exploit Public-Facing Application,T1190,Exploitation for Client Execution,T1203,"The rule detects attempts to exploit vulnerabilities in web browsers, specifically targeting client-side applications through JavaScript, which aligns with initial access techniques used to compromise endpoints via malicious web content.",ext to int,CVE-2013-3142,6/12/13 3:30,10,8.6,"Microsoft Internet Explorer 6 through 10 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2013-3112, CVE-2013-3113, CVE-2013-3121, and CVE-2013-3139.",7,Malware,"The rule detects a potential successful exploitation of a vulnerability in Internet Explorer, which can lead to a compromise of the client endpoint.","webclient,exploit,javascript,userland,Web_Client_Attacks**"
2806528,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent associated with a potentially malicious download manager, indicating possible initial access through a web application by exploiting HTTP/S traffic.",ext to int,,,,,,3,Miscellaneous,"The rule detects a specific User-Agent associated with a download manager, which may indicate benign or informational activity rather than a confirmed threat.","user-agent,anomaly,info,client"
2806618,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is communicating with an external entity to exfiltrate data or receive commands, which aligns with the Command and Control tactic.",ext to int,,,,,,7,Malware,"The rule detects a potential successful compromise involving mobile malware (Android/TrojanSMS.Agent.KW) that communicates with a command and control server, indicating a high risk of malware infection and data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2806619,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in which indicates that the malware is communicating with its command and control server, consistent with the Command and Control tactic and the technique of exfiltration over the C2 channel.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in of mobile malware (Android/Spy.Zitmo.B) which indicates an active compromise of a mobile device, posing a significant threat to the network.","mobile,trojan,c2,exfiltration,Android**"
2806647,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in communication to a command and control server, indicating an attempt to exfiltrate data over the established C2 channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware infostealer, indicating potential data exfiltration and ongoing command and control activity.","mobile,trojan,c2,exfiltration,Android**"
2806648,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that communicates with a command and control server to exfiltrate sensitive data, such as usernames and passwords, indicating an active command and control phase.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful compromise where mobile malware is communicating with a command and control server, indicating potential data exfiltration.","mobile,trojan,c2,exfiltration,Android**"
2806651,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects POST requests to a specific URI that are indicative of malware attempting to exfiltrate data over a command and control channel, aligning with the Collection and Exfiltration phase.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in of a mobile malware variant that is indicative of compromised devices, which poses a significant security threat.","mobile,spyware,command,exfiltration,Android**"
2806652,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating that the malware is establishing communication for the purpose of exfiltrating data.",ext to int,,,,,,8,Malware,"The rule detects a successful check-in from a mobile malware Trojan, indicating a potential compromise of mobile devices which could lead to further malicious activities.","trojan,mobile,c2,exfiltration,Android**"
2806653,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP requests that indicate a mobile malware check-in, suggesting that the malware is communicating with a command and control server to exfiltrate data.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a check-in from a mobile malware, indicating a successful compromise of a device, which is a significant threat.","mobile,trojan,c2,exfiltration,Android**"
2806654,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware's check-in behavior to a command and control server, indicating communication for potential data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in of a mobile malware trojan that can potentially exfiltrate data over a command and control channel, indicating a compromise.","trojan,spyware,c2,mobile,Android**"
2806655,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects mobile malware that performs check-ins with a command and control server, indicating an active command and control communication for exfiltration of data.",ext to int,,,,,,7,Malware,"The rule detects a successful communication from a known Trojan malware targeting Android devices, indicating a potential compromise and ongoing malicious activity.","trojan,mobile,c2,exfiltration,Android**"
2806672,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in to a command and control server, indicating an attempt to exfiltrate data over an established C2 channel.",ext to int,,,,,,8,Command and Control (C2),The rule detects a mobile malware check-in indicating a successful compromise and potential data exfiltration.,"mobile,trojan,c2,exfiltration,Android**"
