sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2850946,Command and Control,Command and Control,TA0011,Application Layer Protocol: DNS,T1071.001,"The rule detects a DNS query associated with a known mobile malware, indicating the potential for command and control communication using DNS as a covert channel.",ext to int,,,,,,3,Command and Control (C2),The rule detects a DNS lookup associated with a known mobile malware but does not indicate a successful compromise.,"mobile,malware,dns,c2"
2850947,Initial Access,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic to a known malicious domain associated with mobile malware, indicating an attempt to establish command and control communication, which is often part of the initial access phase.",int to ext,,,,,,7,Command and Control (C2),"The rule detects potential communication with a known mobile malware domain, indicating a successful compromise of a device.","mobile,spyware,c2,tls"
2850948,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS query that is indicative of a mobile malware payload, suggesting that the malware may be attempting to establish an initial foothold on the device through malicious domains, which aligns with initial access methods commonly used in phishing attacks.",ext to int,,,,,,3,Malware,The rule detects a DNS query related to a known mobile malware but does not indicate a successful compromise.,"mobile,spyware,dns,c2"
2850949,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic with a specific SNI indicative of mobile malware communicating with a command and control server, which aligns with the Command and Control phase of an attack.",int to ext,,,,,,7,Command and Control (C2),"The rule indicates a potential successful compromise with mobile malware targeting Android devices, suggesting active communication with a command and control server.","mobile,spyware,c2,tls"
2851049,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects DNS queries for a URL shortening domain, which could indicate an attempt to obfuscate malicious links used for initial access, making it relevant to the Initial Access phase.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for a URL shortening domain, which could be used in phishing attacks, but does not indicate a successful compromise.","dns,anomaly,info,lookup"
2851063,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS traffic, which is commonly used for command and control communications to obscure malicious activity within encrypted traffic.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a potential anomaly related to DNS over HTTPS, which may indicate C2 activity, but does not confirm a successful compromise.","dns,tls,anomaly,command,DoH**"
2851064,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating potential malicious activity related to the tunneling of commands through encrypted protocols.",ext to int,,,,,,4,Command and Control (C2),"The rule detects potential DNS over HTTPS traffic, which could indicate tunneling for command and control purposes, but does not confirm a successful compromise.","doh,tls,anomaly,c2,DoH**"
2851066,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071.001,"The rule detects DNS over HTTPS (DoH) traffic, which can be used by attackers to establish covert command and control channels, making it relevant to the Command and Control phase.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS over HTTPS traffic which may indicate benign behavior; it does not indicate a successful compromise.,"dns,https,certificate,anomaly,DoH**"
2851067,Command and Control,Command and Control,TA0011,Protocol Tunneling,T1572,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communication by obscuring malicious activity within legitimate traffic. This aligns with the Command and Control tactic, as attackers often use such techniques to maintain communication with compromised systems.",ext to int,,,,,,4,Command and Control (C2),"The rule detects potential DNS over HTTPS traffic which may indicate tunneling, but does not confirm a successful compromise.","dns,tls,anomaly,c2,DoH**"
2851068,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic which can be used by attackers to establish command and control channels while evading detection, indicating potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects DNS over HTTPS traffic from an external source to an internal client, which may indicate potential misuse but does not confirm a successful compromise.","dns,certificate,anomaly,info,DoH**"
2851069,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS (DoH) traffic, which can be used for command and control communications, indicating potential malicious activity in the network.",ext to int,,,,,,3,Miscellaneous,"The rule alerts on DNS over HTTPS traffic, which is informational and does not indicate a successful compromise. It focuses on monitoring rather than detecting a direct threat.","dns,tls,anomaly,informational,DoH**"
2851070,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS over HTTPS traffic, which can be used by attackers to establish command and control channels while evading detection, indicating potential malicious activity.",ext to int,,,,,,2,Miscellaneous,"The rule detects DNS over HTTPS traffic, which is not inherently malicious and does not indicate a successful compromise.","dns,tls,anomaly,informational,DoH**"
2851134,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests from a mobile malware variant indicating potential command and control activity, where the malware reports location data back to an external server.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a mobile malware command-and-control communication, indicating a successful compromise of a device and potential data exfiltration.","mobile,command,location,http"
2851162,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects DNS queries for a specific domain, indicating potential reconnaissance activity associated with discovering network services or identifying targets.",ext to int,,,,,,2,Miscellaneous,The rule detects DNS queries for a specific domain (.ua) which could indicate interest but does not confirm a successful compromise.,"dns,query,anomaly,ukraine"
2851186,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a specific HTTP request pattern associated with an application potentially reaching out to a command and control server for updates, indicative of command and control activity.",int to ext,,,,,,3,Malware,"The rule detects a potentially suspicious HTTP request related to an application updating process, but does not confirm a successful compromise.","anomaly,http,client,update"
2851226,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP POST requests to Discord's webhook API using Curl, which is often indicative of data exfiltration or command and control communications, suggesting potential malicious activity.",int to ext,,,,,,3,Command and Control (C2),"The rule detects a POST request to Discord via Curl, which could indicate potential command and control activity. However, it does not confirm a successful compromise, hence a lower impact score.","discord,webhook,curl,anomaly"
2851235,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS lookup for a domain associated with a mobile malware Trojan, indicating an attempt to gain initial access to a device via malicious payloads.",ext to int,,,,,,4,Malware,"The rule detects a DNS lookup for a known malicious domain associated with mobile malware, but does not confirm a successful compromise.","mobile,trojan,dns,c2"
2851236,Initial Access,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a Trojan dropper communicating with a command-and-control server using TLS, indicating an initial access attempt by malware targeting mobile devices.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a known mobile malware Trojan dropper, indicating a successful compromise of a mobile device that may lead to further malicious activities.","mobile,trojan,command,tls"
2851237,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects a DNS query to a known malicious domain associated with a mobile malware Trojan, indicating an attempt to access or download malicious payloads, which aligns with the Initial Access phase of an attack.",ext to int,,,,,,4,Command and Control (C2),The rule detects a DNS lookup related to a known Trojan-Spy malware but does not indicate a successful compromise.,"mobile,trojan,dns,spy"
2851238,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a TLS connection to a known malicious domain associated with mobile malware, indicating an attempt to establish command and control communication.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a potential command and control communication from a mobile malware variant, indicating a successful compromise of a device.","mobile,trojan,command,spy"
2851239,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects DNS queries related to a known mobile malware, indicating an attempt to access a malicious domain, which is often part of the initial access phase through phishing or other means.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS query associated with a known mobile malware domain, indicating potential communication with a command and control server, but does not confirm a successful compromise.","malware,dns,c2,mobile"
2851240,Initial Access,Initial Access,TA0001,Malicious Mobile Code,T1406,"The rule detects a Trojan targeting mobile devices, indicating an attempt to gain initial access through malicious mobile applications.",int to ext,,,,,,7,Malware,"The rule detects a specific mobile malware (Trojan-Spy) targeting Android devices, indicating a successful compromise with potential data theft.","trojan,mobile,tls,spyware"
2851263,Initial Access,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known mobile banking malware, indicating an attempt to establish communication with a command and control server. This aligns with the Initial Access phase where attackers seek to gain foothold through malware deployment.",ext to int,,,,,,4,Command and Control (C2),The rule detects a DNS lookup related to a known mobile malware domain but does not indicate a successful compromise.,"mobile,malware,dns,c2"
2851264,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects traffic associated with a known Android banking malware, indicating an attempt to gain initial access to the victim's device through malicious payloads.",ext to int,,,,,,8,Malware,"The rule detects a specific Android banking malware known for successful compromises, which poses a significant threat to users' financial information.","trojan,malware,mobile,tls"
2851265,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071.001,"The rule detects DNS queries related to a known mobile malware, indicating an attempt to communicate with a command and control server, which is characteristic of the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS lookup related to a known mobile malware (Spy.Banker.AZQ), but it does not indicate a successful compromise, only potential malicious activity.","mobile,dns,malware,c2"
2851266,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic with a specific SNI (Server Name Indication) related to a known mobile malware, indicating that the malware is attempting to establish a command and control channel.",int to ext,,,,,,7,Command and Control (C2),"The rule detects potential mobile malware communication to a known malicious domain, indicating a successful compromise of a mobile device.","mobile,malware,command,tls"
2851267,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries associated with mobile malware, indicating potential command and control communication, which is a key aspect of the Command and Control phase.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS query related to mobile malware, but it does not indicate a successful compromise, only a potential threat.","malware,dns,mobile,c2"
2851268,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic to a specific SNI, indicating potential command and control communication from mobile malware, which aligns with the Command and Control phase.",int to ext,,,,,,7,Command and Control (C2),"The rule detects potential mobile malware that may establish a command-and-control connection, indicating a successful compromise.","mobile,malware,command,tls"
2851269,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known mobile malware, indicating that the malware may be attempting to communicate with its command and control server.",ext to int,,,,,,4,Command and Control (C2),"The rule indicates a DNS lookup related to a known mobile malware, but it does not confirm a successful compromise, thus scoring below 5.","mobile,malware,dns,c2"
2851270,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic with a specific SNI indicative of a mobile malware command-and-control communication, which falls under the Command and Control phase of an attack.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a specific mobile malware associated with command-and-control activity, indicating a successful compromise.","mobile,malware,command,tls"
2851271,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known malicious domain associated with mobile malware, indicating potential command and control activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS lookup for a known malicious domain associated with mobile malware. However, it does not confirm a successful compromise, resulting in a lower impact score.","mobile,malware,dns,c2"
2851272,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule indicates a detection of a mobile malware communicating with a known malicious domain over TLS, which aligns with the Command and Control phase where compromised devices may connect to external servers for receiving commands or exfiltrating data.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a potential successful compromise involving mobile malware targeting Android devices, specifically indicating a connection to a known malicious domain.","mobile,malware,command,tls"
2851273,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known malicious domain, indicating potential communication between a compromised mobile device and a command and control server.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS lookup associated with a mobile malware variant, but does not indicate a successful compromise.","mobile,malware,dns,c2"
2851274,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic to a specific server associated with mobile malware, indicating that the malware may be communicating with a command and control server, which is characteristic of the Command and Control phase.",int to ext,,,,,,7,Command and Control (C2),The rule detects a specific mobile malware variant (Android/Spy.Banker.AZQ) indicating a successful compromise where the malware may be communicating with a command-and-control server.,"mobile,malware,command,tls"
2851275,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known malicious domain associated with mobile malware, indicating an attempt to establish command and control communication.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS lookup related to a known mobile malware backdoor, which indicates potential malicious activity but does not confirm a successful compromise.","mobile,backdoor,dns,c2"
2851276,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic indicative of a mobile malware backdoor communicating with a command and control (C2) server using TLS, which aligns with the Command and Control phase in the attack lifecycle.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a backdoor associated with mobile malware, indicating a successful compromise of a device, which poses a significant security threat.","backdoor,mobile,c2,tls"
2851277,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects communication from a mobile malware variant to a command and control server, indicating the malware's attempt to establish control or receive instructions, which aligns with the Command and Control phase of an attack.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a successful callback from a mobile malware variant, indicating potential compromise of a device and communication with a command and control server.","mobile,malware,command,spyware"
2851295,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known malicious domain used by the Android Trojan Anubis, indicating an attempt to establish a command and control channel.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS lookup associated with a known mobile malware (Anubis), but does not confirm a successful compromise.","mobile,malware,dns,c2"
2851296,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic indicating potential command and control activity by a mobile malware (Anubis) using a specific domain, suggesting that the malware is communicating with its C2 server.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a specific mobile malware (Anubis) communicating with a known command-and-control server, indicating a successful compromise of a device.","mobile,trojan,command,tls"
2851314,Initial Access,Command and Control,C2,Domain Fronting,T1071.001,"The rule detects a DNS query related to a known malicious domain associated with mobile malware, indicating an attempt to establish a command and control channel for initial access.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS lookup associated with a known mobile malware domain, indicating potential malicious activity, but does not confirm a successful compromise.","mobile,trojan,dns,c2"
2851315,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic indicative of a mobile malware Trojan dropper establishing a command-and-control (C2) connection via TLS, suggesting the malware is attempting to communicate with an external server for further instructions or data exfiltration.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a potential Trojan-Dropper that may indicate a successful compromise of mobile devices, thereby posing a significant threat.","mobile,trojan,command,tls"
2851316,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query to a known malicious domain associated with mobile malware, indicating potential command and control activity.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a potential connection to a known malicious domain associated with mobile malware, but does not indicate a successful compromise.","mobile,dns,c2,spyware"
2851317,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic with a specific SNI indicating potential command and control communication from mobile malware, which suggests the malware is attempting to establish a connection to a remote server for control purposes.",ext to int,,,,,,7,Command and Control (C2),"The rule detects potential communication with a known mobile malware command and control server, indicating a successful compromise of a device.","mobile,malware,command,tls"
2851318,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects network traffic patterns indicative of a mobile malware communicating with a command and control server, which aligns with the Command and Control phase of an attack.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential successful communication from a mobile malware Trojan dropper to a command-and-control server, indicating a higher impact as it suggests active malware on the network.","mobile,trojan,checkin,c2"
2851330,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a command-and-control (CnC) beacon from mobile malware targeting Android devices, indicating that an attacker is trying to establish communication with compromised devices.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a potential successful compromise through a command-and-control beacon associated with mobile malware, indicating active communication with a malicious server.","mobile,malware,c2,beacon"
2851341,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a POST request to a specific URI that indicates a mobile malware check-in, which is characteristic of command and control communications used by malware to receive instructions or exfiltrate data.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in by mobile malware, indicating a compromised device communicating with a command and control server.","mobile,spyware,command,http"
2851342,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a POST request from a mobile malware agent to a command and control server, indicating an established communication channel for potential malicious activities.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise and ongoing communication with a command-and-control server.","mobile,spyware,command,http"
2851343,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects mobile malware communication with a command-and-control server, indicating an established connection for receiving commands or exfiltrating data.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a successful check-in of mobile malware, indicating an active compromise of a device within the network.","mobile,malware,command,checkin"
2851401,Command and Control,Command and Control,TA0011,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific HTTP request pattern indicative of mobile malware communicating with a command and control server, which aligns with the Command and Control phase.",int to ext,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating active communication with a command-and-control server.","mobile,trojan,command,http"
2851403,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects DNS queries to a known malicious domain associated with mobile malware, indicating an attempt to gain initial access to a target device through a malicious payload.",ext to int,,,,,,4,Malware,"The rule detects a DNS lookup related to a known mobile malware Trojan-Dropper, but does not confirm a successful compromise.","dns,trojan,mobile,malware"
2851404,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a TLS connection to a domain associated with mobile malware, indicating an attempt to deliver a malicious payload to a mobile device, which aligns with initial access tactics.",ext to int,,,,,,7,Malware,"The rule indicates a detection of a Trojan-Dropper targeting mobile devices, which suggests a successful compromise or the delivery of malware.","trojan,mobile,tls,malware"
2851405,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS query for a domain associated with mobile malware, indicating potential initial access through a malicious payload that could compromise the device.",ext to int,,,,,,4,Malware,The rule detects a DNS lookup related to a known mobile malware but does not confirm a successful compromise.,"trojan,dns,mobile,lookup"
2851406,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects a Trojan-Dropper targeting mobile devices via a TLS connection, suggesting an initial access attempt through malicious links or payloads.",int to ext,,,,,,8,Malware,"The rule detects a Trojan dropper targeting mobile devices, indicating a successful compromise with potential for malicious payload delivery.","trojan,mobile,tls,malware"
2851407,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects DNS queries associated with a known mobile malware, indicating an attempt to access or download malicious payloads, which aligns with initial access tactics.",ext to int,,,,,,4,Malware,"The rule detects a DNS lookup associated with a Trojan dropper targeting mobile devices, indicating potential malicious activity but not a confirmed compromise.","trojan,dns,mobile,malware"
2851408,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a Trojan dropper targeting mobile devices, indicating an attempt to gain initial access through malicious payloads delivered over TLS, which aligns with the Initial Access phase.",int to ext,,,,,,7,Malware,"The rule detects a Trojan-Dropper targeting mobile devices, indicating a successful compromise with potential malware delivery.","trojan,mobile,malware,tls"
2851409,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS lookup associated with a known mobile malware Trojan, indicating an attempt to gain initial access to the victim's device through malicious means.",ext to int,,,,,,5,Malware,"The rule detects a potential malware DNS query related to a mobile banking Trojan, indicating possible malicious activity, but does not confirm a successful compromise.","dns,trojan,mobile,malware"
2851410,Initial Access,Drive-by Compromise,T1189,Malicious Link,T1203.003,"The rule detects a TLS connection to a known malicious domain associated with Android malware, indicating an attempt to compromise the device during initial access.",int to ext,,,,,,8,Malware,"The rule detects a specific Android banking Trojan, indicating a successful compromise targeting mobile devices.","trojan,malware,tls,mobile"
2851441,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects the use of a URL shortener in TLS SNI, which could indicate an attempt to obfuscate command and control traffic, a common tactic used by threat actors to evade detection.",int to ext,,,,,,3,Miscellaneous,"The rule detects a URL shortener, which may indicate potential misuse but does not confirm a successful compromise or immediate threat.","anomaly,tls,info,sni"
2851442,Discovery,Network Service Discovery,T1046,DNS Interactions,T1071.001,"The rule detects DNS queries for a URL shortener service, which may indicate reconnaissance activity or attempts to obscure malicious URLs, aligning with the Discovery phase of the attack lifecycle.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for a URL shortener service, which is often used in phishing attempts, but does not indicate a successful compromise.","dns,anomaly,service,info"
2851443,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects a specific domain associated with mobile malware communicating over TLS, indicating potential command and control activity targeting mobile devices.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known mobile malware backdoor, indicating a successful compromise of a device, which poses a significant security threat.","backdoor,tls,command,mobile,SSL_Malicious_Cert**"
2851444,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a specific domain associated with mobile malware communicating via TLS, indicating an attempt to establish command and control communication.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a backdoor associated with mobile malware, indicating a successful compromise attempt, thus warranting a higher impact score.","mobile,backdoor,command,tls,SSL_Malicious_Cert**"
2851445,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control (CnC) domain associated with mobile malware, indicating an attempt by the malware to communicate with its operator.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query related to a known backdoor, indicating a potential successful compromise of mobile devices.","dns,backdoor,mobile,c2"
2851446,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic indicative of a mobile malware backdoor communicating with a command and control server, specifically through HTTP POST requests, which aligns with the Command and Control phase of an attack.",ext to int,,,,,,8,Command and Control (C2),"The rule indicates a successful compromise with a backdoor communication from a mobile malware, suggesting active control over the infected device.","mobile,backdoor,c2,malware"
2851447,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a specific domain associated with a mobile malware backdoor communicating over TLS, indicating an established command and control channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a backdoor domain in TLS SNI, indicating a successful compromise with potential command and control activity.","mobile,backdoor,command,tls,SSL_Malicious_Cert**"
2851480,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects specific DCERPC traffic patterns which are often used in command and control communications, indicating potential malicious activity in network traffic.",any to int,,,,,,4,Miscellaneous,The rule detects a specific pattern in DCERPC traffic but does not indicate a successful compromise or immediate threat.,"dcerpc,anomaly,info,flowbit"
2851481,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects anomalous DCERPC traffic, which can indicate attempts to establish a command and control channel using application layer protocols, often used by attackers to communicate with compromised systems.",ext to int,,,,,,4,Miscellaneous,"The rule detects anomalies in DCERPC traffic but does not indicate a successful compromise, thus a lower impact score.","dcerpc,anomaly,bind_ack,info"
2851482,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects specific patterns in DCERPC traffic, which may indicate an attacker probing for network services or vulnerabilities, aligning with the Discovery phase of an attack.",ext to int,,,,,,4,Miscellaneous,"The rule detects potential anomalies in DCERPC traffic, but does not confirm a successful compromise or specific malicious activity.","dcerpc,anomaly,info,bind_ack"
2851483,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SMB/DCERPC traffic, which can indicate potential command and control communications, especially if the traffic is anomalous or unauthorized.",any to any,,,,,,4,Miscellaneous,"The rule detects anomalies in SMB/DCERPC traffic, which could indicate potential malicious activity, but does not confirm a successful compromise.","anomaly,smb,dcerpc,info"
2851484,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects SMB/DCERPC traffic anomalies which could indicate network service scanning activities, commonly performed during the Discovery phase to identify services available on network hosts.",any to int,,,,,,3,Miscellaneous,The rule detects anomalies in SMB/DCERPC traffic but does not indicate a successful compromise. It is classified as informational and lacks evidence of malicious intent.,"anomaly,smb,dcerpc,info"
