sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2825838,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS lookups associated with known mobile malware, indicating an initial attempt to compromise a device by directing it to a malicious domain, typical of drive-by compromise scenarios.",ext to int,,,,,,7,Malware,"The rule detects a DNS query related to a known mobile malware (Android/Koler.AS), indicating a successful compromise of the device. This is supported by the presence of a specific domain associated with malware activity.","dns,trojan,mobile,malware,Android**"
2825839,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS lookup for a known malicious domain associated with Android malware, indicating an initial access attempt through compromised applications or websites.",ext to int,,,,,,7,Malware,"The rule detects a DNS query related to a known mobile malware (Android/Koler.AS), indicating a successful compromise attempt on mobile devices, which poses a significant security threat.","dns,trojan,mobile,malware,Android**"
2825840,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries associated with a known mobile malware domain, indicating that the malware may be attempting to establish initial access to the device through malicious downloads.",ext to int,,,,,,7,Malware,"The rule detects a DNS query related to known Android malware, indicating potential compromise of mobile devices, which is a significant security concern.","dns,malware,android,trojan,Android**"
2825841,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries related to a known mobile malware domain, indicating that the malware may be attempting to compromise the device upon initial access.",ext to int,,,,,,7,Malware,"The rule detects a DNS query related to Android malware (Koler.AS) that indicates a successful compromise of mobile devices, which can lead to serious data theft and unauthorized access.","dns,malware,trojan,android,Android**"
2825842,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects DNS queries for a known malicious domain associated with mobile malware, indicating an attempt to access and potentially download malicious software, which aligns with the Initial Access phase.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup for a known mobile malware domain associated with Android malware, indicating a successful compromise of a mobile device.","dns,trojan,mobile,malware,Android**"
2825847,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule detects command-and-control (C2) beacon traffic from a mobile malware variant, indicating an established connection for data exfiltration or remote control, which aligns with the Command and Control tactic and its associated technique.",ext to int,,,,,,8,Command and Control (C2),"The rule detects established C2 beacon traffic indicating a successful compromise of a mobile device, which is a significant security threat.","mobile,beacon,c2,exfiltration,Android, c2**"
2825854,Initial Access,Initial Access,TA0001,Exploitation of Remote Services,T1210,"The rule detects a potential exploit targeting a vulnerability in Microsoft Edge, indicating an attempt to gain initial access through a client-side attack.",ext to int,CVE-2017-0200,4/12/17 14:59,10,4.9,"A remote code execution vulnerability exists when Microsoft Edge improperly accesses objects in memory. The vulnerability could corrupt memory in such a way that enables an attacker to execute arbitrary code in the context of the current user, aka ""Microsoft Edge Memory Corruption Vulnerability.""",6,Advanced Persistent Threats (APTs),The rule detects a potential exploit related to a known vulnerability (CVE-2017-0200) that may lead to a successful compromise of client endpoints.,"type_confusion,web_client,cve,attempted-user,Web_Client_Attacks**"
2825859,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects a specific CVE related to Adobe Reader, indicating that it is looking for exploitation attempts targeting client applications, which aligns with the Initial Access phase.",ext to int,CVE-2017-3014,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable use after free vulnerability in XML Forms Architecture (XFA) related to reset form functionality. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful exploitation of a known vulnerability (CVE-2017-3014) in Adobe Reader, indicating a high potential impact on client endpoints.","client,trojan,pdf,cve,Web_Client_Attacks**"
2825860,Execution,Execution,TA0002,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability (CVE-2017-3017) in Adobe Reader that could lead to code execution on the client endpoint, indicating an execution phase attack.",ext to int,CVE-2017-3017,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability when handling a malformed PDF file. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a potential successful compromise related to a known vulnerability (CVE-2017-3017) in Adobe Reader, indicating a high risk of exploitation.","memory,corruption,trojan,client,Web_Client_Attacks**"
2825861,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation of a vulnerability (CVE-2017-3019) in Adobe Reader, which is indicative of an attack attempting to gain initial access to a client endpoint through a public-facing application.",ext to int,CVE-2017-3019,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability in the Product Representation Compact (PRC) format parser. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a potential successful exploitation of a known vulnerability in Adobe Reader, indicating a high risk of compromise.","memory,corruption,client,trojan,Web_Client_Attacks**"
2825862,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation of a vulnerability in Adobe Reader, which could lead to unauthorized access when a user interacts with a malicious PDF file, indicating initial access.",ext to int,CVE-2017-3020,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability in the weblink module.",7,Data Breach,The rule detects a successful compromise related to Adobe Reader that could lead to information disclosure.,"information,disclosure,client,pdf,Web_Client_Attacks**"
2825864,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a known vulnerability (CVE-2017-3024) in Adobe Reader, which aligns with initial access tactics where attackers exploit client-side vulnerabilities to gain access to a system.",ext to int,CVE-2017-3024,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability when manipulating PDF annotations. Successful exploitation could lead to arbitrary code execution.",8,Malware,The rule detects a potential successful compromise through a known memory corruption vulnerability in Adobe Reader.,"memory,corruption,client,trojan,Web_Client_Attacks**"
2825865,Initial Access,Exploit Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,The rule detects a potential exploit targeting a vulnerability in Adobe Reader (CVE-2017-3027) that could allow an attacker to gain initial access to a system through malicious PDF files.,ext to int,CVE-2017-3027,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable use after free vulnerability in the XFA module, related to the choiceList element. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful exploitation of a known vulnerability (CVE-2017-3027) in Adobe Reader, which can lead to remote code execution on the client endpoint.","client,exploit,pdf,cve,Web_Client_Attacks**"
2825866,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3023) that could allow an attacker to execute malicious code via a crafted PDF file, fitting into the Initial Access phase.",ext to int,CVE-2017-3023,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability in the JPEG 2000 code-stream tile functionality. Successful exploitation could lead to arbitrary code execution.",7,Data Breach,"The rule detects a successful compromise related to an information disclosure vulnerability in Adobe Reader, which could lead to unauthorized access to sensitive data.","information,disclosure,client,trojan,Web_Client_Attacks**"
2825867,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule targets a known vulnerability (CVE-2017-3029) in Adobe Reader that could be exploited to gain initial access to a client system, indicating an exploitation phase.",ext to int,CVE-2017-3029,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability when handling a JPEG 2000 code-stream.",7,Data Breach,"The rule detects a specific vulnerability (CVE-2017-3029) that, if exploited, can lead to information disclosure, indicating a successful compromise of client endpoints.","information,disclosure,client,pdf,Web_Client_Attacks**"
2825868,Initial Access,Drive-by Compromise,T1189,Malicious File Execution,T1203,"The rule detects potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3030) through malicious PDF files, which aligns with initial access tactics by compromising client endpoints.",ext to int,CVE-2017-3030,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability in the AES module. Successful exploitation could lead to arbitrary code execution.",8,Malware,The rule detects a specific memory corruption vulnerability that can lead to successful exploitation and potential compromise of client endpoints.,"memory,corruption,client,trojan,Web_Client_Attacks**"
2825869,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3032), which can lead to unauthorized access to a client endpoint, indicating an initial access attempt through a public-facing application.",ext to int,CVE-2017-3032,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability in the JPEG 2000 code-stream parser.",6,Data Breach,The rule detects a potential information disclosure vulnerability in Adobe Reader that could lead to a successful compromise.,"information,disclosure,client,pdf,Web_Client_Attacks**"
2825870,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a known vulnerability in Adobe Reader (CVE-2017-3033) that could allow an attacker to execute malicious actions on a client endpoint, indicating an initial access vector.",ext to int,CVE-2017-3033,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability when handling JPEG 2000 code-stream tile data.",7,Data Breach,"The rule detects a potential successful compromise related to Adobe Reader that could lead to information disclosure, which is a significant security risk.","information,disclosure,pdf,client,Web_Client_Attacks**"
2825871,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule detects a specific exploitation attempt targeting Adobe Reader, indicating an initial access phase through a known vulnerability (CVE-2017-3034) in client software.",ext to int,CVE-2017-3034,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable integer overflow vulnerability in the XML Forms Architecture (XFA) engine, related to layout functionality. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a known vulnerability (CVE-2017-3034) that can lead to successful exploitation and compromise of client endpoints, indicating a higher security impact.","integer,overflow,web,client,Web_Client_Attacks**"
2825872,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects potential exploitation of Adobe Reader vulnerabilities, indicating an attempt to execute malicious code on a client endpoint, which aligns with initial access through client-side exploitation.",ext to int,CVE-2017-3035,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable use after free vulnerability in the XML Forms Architecture (XFA) engine. Successful exploitation could lead to arbitrary code execution.",8,Advanced Persistent Threats (APTs),"The rule detects a successful compromise via an integer overflow vulnerability in Adobe Reader, which can lead to remote code execution.","client,integer,overflow,adobe,Web_Client_Attacks**"
2825873,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,The rule detects a known vulnerability (CVE-2017-3039) in Adobe Reader that could be exploited to gain initial access to a target system by delivering a malicious PDF file.,ext to int,CVE-2017-3039,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability in the PPKLite security handler. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful compromise related to a known vulnerability in Adobe Reader, indicating potential malware activity.","memory,corruption,client,trojan,Web_Client_Attacks**"
2825875,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,The rule detects potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3045) that could allow an attacker to gain initial access to a client endpoint through malicious PDF files.,ext to int,CVE-2017-3045,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability in the JPEG 2000 parser, related to the palette box.",7,Data Breach,"The rule detects a specific vulnerability (CVE-2017-3045) that can lead to information disclosure, indicating a successful compromise scenario.","information,disclosure,client,pdf,Web_Client_Attacks**"
2825876,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3046), which could allow an attacker to gain initial access through malicious PDF files sent over HTTP.",ext to int,CVE-2017-3046,4/12/17 14:59,2.9,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have a memory address leak vulnerability in the JPEG 2000 parser, related to contiguous code-stream parsing.",6,Data Breach,"The rule detects a potential successful exploitation of a known vulnerability in Adobe Reader, which could lead to information disclosure.","information,disclosure,client,trojan,Web_Client_Attacks**"
2825877,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects a specific exploit (CVE-2017-3047) targeting Adobe Reader, indicating an attack aimed at exploiting vulnerabilities in client applications to gain initial access.",ext to int,CVE-2017-3047,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable use after free vulnerability in the JavaScript engine's annotation-related API. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful exploitation of a known vulnerability (CVE-2017-3047) in Adobe Reader, which can lead to remote code execution.","web,client,exploit,pdf,Web_Client_Attacks**"
2825878,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects a specific vulnerability (CVE-2017-3048) that can lead to exploitation of Adobe Reader, indicating potential initial access through client-side exploitation.",ext to int,CVE-2017-3048,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable heap overflow vulnerability in the image conversion engine, related to internal scan line representation in TIFF files. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful compromise related to a known vulnerability (CVE-2017-3048) that can lead to remote code execution, indicating a serious threat.","heap,overflow,trojan,client,Web_Client_Attacks**"
2825879,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a specific vulnerability (CVE-2017-3049) in Adobe Reader that could be exploited to gain initial access to a target system via malicious TIFF files, indicating an attempt to compromise a public-facing application.",ext to int,CVE-2017-3049,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable heap overflow vulnerability in the image conversion engine, related to internal tile manipulation in TIFF files. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful exploit targeting Adobe Reader, indicating a high potential for compromise.","heap,overflow,client,trojan,Web_Client_Attacks**"
2825880,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects potential exploitation of a vulnerability in Adobe Reader (CVE-2017-3056) through malicious web content, which aligns with the Initial Access phase where attackers attempt to gain entry into a network.",ext to int,CVE-2017-3056,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable memory corruption vulnerability in the JavaScript engine, related to string manipulation. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a potential successful exploitation of a known vulnerability (CVE-2017-3056) in Adobe Reader, indicating a serious risk of compromise.","memory,corruption,trojan,client,Web_Client_Attacks**"
2825881,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit targeting Adobe Reader vulnerabilities, indicating an attempt to gain initial access through a public-facing application.",ext to int,CVE-2017-3057,4/12/17 14:59,10,8.6,"Adobe Acrobat Reader versions 11.0.19 and earlier, 15.006.30280 and earlier, 15.023.20070 and earlier have an exploitable use after free vulnerability in the JavaScript API related to the collaboration functionality. Successful exploitation could lead to arbitrary code execution.",8,Malware,"The rule detects a successful compromise related to a known vulnerability (CVE-2017-3057) in Adobe Reader, which can lead to malware execution on the client endpoint.","useafterfree,webclient,trojan,cve,Web_Client_Attacks**"
2825887,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule detects command-and-control (C2) beacon traffic from a mobile malware variant, indicating an established connection for potential data exfiltration or remote control, which aligns with the Command and Control phase of an attack.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful communication with a command-and-control server, indicating a potential compromise of the mobile device.","mobile,c2,beacon,malware,Android, c2**"
2825896,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation attempts via the Magnitude Exploit Kit, which typically targets vulnerabilities in client applications to gain initial access to systems.",ext to int,,,,,,7,Malware,"The rule detects potential exploitation activity from an external source targeting internal clients, indicating a higher likelihood of successful compromise.","exploit,kit,magnitude,client,Exploit_Kit_Magnitude**"
2825897,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation attempts via the Magnitude Exploit Kit, which often targets vulnerable applications to gain initial access to client systems.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule indicates a potential exploitation attempt via the Magnitude Exploit Kit, which is known for delivering malware payloads. Although this specific rule may not confirm a successful compromise, it is part of a larger attack chain that could lead to serious security incidents, warranting a score above 5.","exploitkit,landingpage,client,malware,Exploit_Kit_Magnitude**"
2825923,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule detects communication patterns indicative of a command-and-control (C2) beacon from a mobile malware, specifically targeting Android devices, which is characteristic of the Command and Control phase in the attack lifecycle.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful compromise involving a mobile malware C2 beacon, indicating active communication with a malicious server.","mobile,c2,beacon,exfiltration,Android, c2**"
2825977,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware Trojan that communicates with a command and control server, indicating an established C2 channel for data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a known mobile banking Trojan, indicating a compromised device communicating with a C2 server.","trojan,mobile,c2,exfiltration,Android**"
2825978,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware (Trojan-Banker.AndroidOS.Asacub.a) that communicates with a command and control server, indicative of an established command and control channel to exfiltrate sensitive data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a mobile malware check-in indicating a successful compromise of a device, which aligns with established command and control activity.","trojan,mobile,c2,exfiltration,Android**"
2826002,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit (RIG EK) targeting client endpoints through vulnerabilities in web applications, indicating an attempt to gain initial access to the system.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects potential exploitation via the RIG exploit kit, which can lead to successful compromise and malware installation on client endpoints.","exploitkit,landing,client,http,Exploit_kit_RIG**"
2826003,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The RIG Exploit Kit is designed to compromise client systems through vulnerabilities in public-facing applications, specifically targeting users via malicious landing pages and exploits.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),The rule detects an exploit kit landing page which is part of a multi-stage attack that can lead to successful compromises if the client is vulnerable.,"exploitkit,landingpage,client,web,Exploit_kit_RIG**"
2826025,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects exploit kit activity, specifically the Magnitude EK, which is designed to compromise client systems through vulnerabilities in public-facing applications like Adobe Flash and Internet Explorer, indicating an attempt at initial access.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects potential successful exploitation via the Magnitude Exploit Kit, which targets vulnerable client systems to install malware. This indicates a high likelihood of compromise.","exploit,kit,http,client,Exploit_Kit_Magnitude**"
2826034,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of the RIG Exploit Kit, which is designed to compromise client systems via exploit delivery through public-facing applications, specifically targeting vulnerabilities in web browsers and plugins.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a potential successful compromise through the RIG exploit kit, which is known for delivering malware and targeting vulnerabilities. While it may not confirm exploitation, the context suggests significant threat potential.","exploit,landing,rig,http,Exploit_kit_RIG**"
2826055,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS lookup from a mobile device to a known malicious domain, indicating an attempt to download malware, which aligns with the Initial Access phase of an attack.",ext to int,,,,,,7,Malware,"The rule indicates a potential successful compromise via a DNS lookup related to known mobile malware, which can lead to data exfiltration and unauthorized access.","trojan,dns,mobile,malware,Android**"
2826071,Command and Control,Command and Control,TA0011,Exfiltration Over C2 Channel,T1041,"The rule is focused on detecting command-and-control (C2) beacon traffic, indicating that the malware is communicating back to an external server to exfiltrate data or receive commands.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful command and control beacon from a mobile malware, indicating an active compromise of the device.","mobile,c2,beacon,exfiltration,Android, c2**"
2826102,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP traffic indicative of mobile malware communication with a command and control server, specifically targeting the exfiltration of data over established connections.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful check-in from a mobile malware variant, indicating potential compromise of a mobile device and possible data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2826112,Exfiltration,Exfiltration Over Command and Control Channel,T1041,Exfiltration Over Web Service,T1567,"The rule detects a mobile malware variant that exfiltrates contact information via HTTP POST requests, indicating data is being sent to an external server, which aligns with the exfiltration phase.",ext to int,,,,,,8,Malware,"The rule detects an active exfiltration attempt by Android malware, indicating a successful compromise of the device.","mobile,exfiltration,trojan,http,Android**"
2826119,Execution,Execution,TA0002,User Execution,T1203,"The rule detects HTTP traffic indicative of the DeskShare Desktop Sharing Tool, which suggests that a user may be executing a remote access tool. This aligns with the Execution phase as it involves the execution of potentially unwanted or malicious software by the user.",ext to int,,,,,,3,Malware,"The rule detects usage of a legitimate tool (DeskShare) that could indicate potential policy violations or unauthorized access, but does not confirm a successful compromise.","anomaly,policy,client,http"
2826209,Initial Access,Initial Access,TA0001,Spear Phishing Attachment,T1566.001,"The rule detects malware that is likely delivered via phishing tactics, specifically targeting mobile devices, indicating an initial access attempt.",int to ext,,,,,,8,Malware,"The rule detects a successful compromise by mobile malware (Trojan-Spy.AndroidOS.SmsThief.mk) reporting via SMTP, indicating potential data exfiltration and control over the infected device.","mobile,trojan,smtp,android,Android**"
2826210,Initial Access,Initial Access,TA0001,Malicious Mobile Code,T1402,"The rule detects a mobile malware variant that compromises Android devices, indicating an initial access vector via malicious applications targeting mobile platforms.",ext to int,,,,,,8,Malware,"The rule detects a successful malware infection (Android Trojan) that can exfiltrate sensitive information, indicating a high impact on security.","mobile,trojan,smtp,android,Android**"
2826211,Command and Control,Command and Control,C2,Application Layer Protocol,T1071,"The rule detects malware that reports information via SMTP, indicating the use of application layer protocols for command and control communications.",ext to int,,,,,,8,Malware,The rule detects a Trojan targeting Android devices that can steal sensitive information and potentially lead to a successful compromise.,"trojan,mobile,smtp,spy,Android**"
2826213,Collection and Exfiltration,Exfiltration,TA0010,Exfiltration Over Email,T1041,"The rule detects the exfiltration of SMS and contact information via SMTP, indicating that the malware is collecting sensitive data and sending it to an external server.",ext to int,,,,,,8,Malware,"The rule detects exfiltration of sensitive data via SMS, indicating a successful compromise of the mobile device.","trojan,exfiltration,android,smtp,Android**"
