sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2030888,Initial Access,Exploitation of Remote Services,TA0040,Exploitation of Remote Services,T1210,"The rule detects anomalous RPC traffic associated with the exploitation of the Netlogon vulnerability (CVE-2020-1472), which could be used for initial access into a network.",any to any,CVE-2020-1472,8/17/20 19:15,3.6,1.8,"An elevation of privilege vulnerability exists when an attacker establishes a vulnerable Netlogon secure channel connection to a domain controller, using the Netlogon Remote Protocol (MS-NRPC). An attacker who successfully exploited the vulnerability could run a specially crafted application on a device on the network.",,,,
2030912,Initial Access,Initial Access,TA0001,Web Service Compromise,T1190,"The rule detects access to a web shell on an external compromised server, indicating an initial access point where attackers exploit vulnerabilities in web services to gain control.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation.","webshell,access,abuse,client"
2030917,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects outbound HTTP requests using the BITS_POST method, which can indicate potential command and control activity, as attackers often use application layer protocols to communicate with compromised systems.",int to ext,,,,,,3,Policy Violation,"The rule detects an outbound HTTP request using the BITS_POST method, which may indicate a policy violation but does not confirm a successful compromise.","http,outbound,anomaly,policy"
2030922,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS traffic to a domain associated with monitoring software, indicating potential command and control activity. Monitoring software can be used to maintain persistence and control over compromised systems.",int to ext,,,,,,3,Malware,"The rule detects a domain associated with monitoring software, which may indicate potential unwanted activity, but does not confirm a successful compromise.","monitoring,anomaly,policy,tls"
2030942,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071.001,"The rule detects access to a webshell, indicating that an attacker may be using a compromised server to establish command and control over the target environment, leveraging application layer protocols for communication.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation or data breaches.","webshell,access,client,attack"
2030945,Initial Access,Initial Access,TA0001,Web Service Compromise,T1190,"The rule detects access to a webshell, which indicates an attacker may have compromised a web application to gain initial access to the environment.",ext to int,,,,,,7,Web Application Attack,"The rule detects access to a webshell, indicating a successful compromise of an external server that may lead to further exploitation or data breaches.","webshell,access,client,attack"
2030947,Initial Access,Initial Access,TA0001,Web Drive-By,T1189,"The rule detects access to a webshell, indicating that an attacker may have exploited a vulnerability in a web application to gain initial access to a compromised server.",ext to int,,,,,,8,Web Application Attack,"The rule indicates access to a webshell on an external compromised server, suggesting a successful compromise that could lead to further exploitation or data loss.","webshell,access,client,attack"
2030949,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a webshell, which is often a result of exploiting a vulnerability in a web application, indicating initial access to a compromised server.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise which poses a high risk to the internal network.","webshell,access,compromise,client"
2030951,Initial Access,Initial Access,TA0001,Web Service,T1102,"The rule detects access to a webshell, indicating an initial compromise of a web server, which is often a vector for attackers to gain initial access to a network.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation.","webshell,access,client,attack"
2030953,Initial Access,Initial Access,TA0001,Web Shell,T1505.003,"The rule detects access to a web shell on an external compromised server, indicating that an attacker has likely gained initial access through a web application vulnerability.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that can lead to further exploitation or data breaches.","webshell,access,client,attack"
2030992,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to an admin panel on an internal server, which could indicate exploitation of a web application vulnerability, fitting the Initial Access phase.",int to ext,,,,,,4,Malware,"The rule indicates potential access to an admin panel, but does not confirm a successful compromise.","admin,anomaly,access,web"
2030993,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to an admin panel on an external server, indicating potential exploitation of a public-facing application, which aligns with initial access tactics.",ext to int,,,,,,4,Malware,"The rule indicates potential access to an admin panel, which could suggest a reconnaissance or probing activity, but does not confirm a successful compromise.","anomaly,information,web,access"
2031000,Discovery,Gather Victim Information,TA0043,Gather Victim Host Information,T1592,"The rule detects SSL certificates associated with a specific service, indicating an attempt to gather information about the victim's network environment and the services in use, which aligns with the Discovery phase.",ext to int,,,,,,3,Malware,"The rule detects an informational SSL certificate related to a Pastebin-style service, which does not indicate a successful compromise but rather a potential policy violation.","certificate,anomaly,policy,tls"
2031001,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known service that may be used for command and control communication, indicating potential malicious activity.",ext to int,,,,,,2,Malware,"The rule detects a DNS query related to a Pastebin-style service, indicating potential information sharing or data leakage but not a confirmed compromise.","dns,anomaly,policy,info"
2031008,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests to an external API that may be used for geolocation lookups, indicating potential command and control activity associated with malware like StormKitty, which can utilize such services to exfiltrate or manipulate data.",int to ext,,,,,,4,Malware,The rule indicates potential malicious activity related to location lookup via a known service used by StormKitty malware but does not confirm a successful compromise.,"location,anomaly,bssid,lookup"
2031015,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a webshell on an external compromised server, indicating an exploitation of a public-facing application for initial access.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation or data breaches.","webshell,access,client,attack"
2031017,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a webshell, which indicates that an attacker has exploited a vulnerability in a web application to gain initial access to the environment.",ext to int,,,,,,8,Web Shell,"The rule detects access to a web shell, indicating a successful compromise of an external server, which can lead to further exploitation and data breaches.","webshell,access,client,attack"
2031018,Exfiltration,Exfiltration Over Command and Control Channel,TA0011,Exfiltration Over Alternative Protocol,T1048,"The rule detects SSL/TLS certificates from a file hosting service that is associated with malware exfiltration, indicating potential data exfiltration activity.",ext to int,,,,,,4,Data Exfiltration,"The rule detects SSL/TLS certificates from a known free file hosting service potentially used for data exfiltration, but does not confirm a successful compromise.","tls,certificate,anomaly,policy"
2031019,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SSL/TLS certificates from a known file hosting service, which may indicate that this service is being used for command and control activities, particularly in relation to stolen data.",ext to int,,,,,,3,Data Breach,"The rule detects the use of a potentially malicious file hosting service, which could be related to data exfiltration or storage of stolen data, but does not confirm a successful compromise.","tls,certificate,anomaly,policy"
2031027,Initial Access,Initial Access,TA0001,Web Service Compromise,T1498,"The rule detects access to a webshell, indicating that an attacker has compromised a web server to gain initial access to the network.",ext to int,,,,,,7,Web Application Attack,"The rule detects access to a webshell, indicating a successful compromise of an external server, which poses a significant threat to internal systems.","webshell,attack,external,client"
2031029,Initial Access,Phishing,TA0011,Phishing,T1566,"The rule detects a potential phishing attempt where users may be tricked into entering credentials on a fraudulent webpage, indicating an initial access method through social engineering.",ext to int,,,,,,6,Phishing,"The rule detects access to a compromised external server that could indicate a successful phishing attack, leading to credential theft.","phishing,web-attack,client-abuse,credential-theft,Phishing**"
2031071,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects abnormal HTTP requests that may indicate malware attempting to blend in with legitimate traffic by performing connectivity tests, which aligns with Command and Control tactics where malware communicates with external servers.",ext to int,,,,,,3,Miscellaneous,"The rule indicates a connection test that could be related to malware evasion tactics, but it does not confirm a successful compromise or a specific threat.","anomaly,connectivity,info,microsoft"
2031076,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects access to a file upload feature on a compromised server, indicating potential exploitation of a vulnerable web application to gain initial access.",ext to int,,,,,,7,Data Breach,"The rule detects access to a file upload feature on a potentially compromised external server, indicating a successful compromise that could lead to data exfiltration.","web,upload,client,access"
2031078,Initial Access,Initial Access,TA0001,Spear Phishing Link,T1566.002,"The rule detects access to a mailer application on a compromised server, which may indicate an initial access vector through phishing or exploitation of web applications, allowing attackers to gain a foothold in the network.",ext to int,,,,,,6,Web Application Attack,"The rule detects access to a generic mailer on an external compromised server, indicating a potential successful compromise of a web application.","web,client,mailer,access"
2031080,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a compromised server using a web client, indicating an initial access attempt through exploitation of a web application.",ext to int,,,,,,6,Data Breach,"The rule indicates access to a compromised server that may lead to successful exploitation of web application vulnerabilities, suggesting a potential data breach.","web,access,abuse,client"
2031083,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic to Discord, which could indicate a command and control channel using a legitimate application layer protocol, suggesting potential malicious activity.",ext to int,,,,,,3,Data Exfiltration,"The rule detects file downloads from Discord, which may indicate data exfiltration; however, it does not confirm a successful compromise.","file,download,anomaly,policy"
2031087,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects a specific user agent associated with the download of PCHunter, which could indicate an attempt to deliver potentially unwanted or malicious software to a client endpoint, aligning with initial access tactics.",int to ext,,,,,,3,Miscellaneous,"The rule detects a specific user agent related to PCHunter, which is not inherently malicious but may indicate potential misuse. It does not indicate a successful compromise.","info,anomaly,client,download"
2031175,Initial Access,Initial Access,TA0001,Web Shell,T1509,"The rule detects access to a web shell, indicating that an attacker has potentially gained initial access to a compromised server through a web application vulnerability.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation.","webshell,access,client,attack"
2031176,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a compromised server via a web client, indicating an initial access vector where an attacker may exploit vulnerabilities in web applications to gain entry.",ext to int,,,,,,6,Malware,The rule detects access to a compromised server potentially indicating a successful compromise through exploitation of web applications.,"web,client,abuse,mailer"
2031188,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic to an external API (api.myip.com) which could indicate command and control activity, as attackers often use legitimate services for communication with compromised hosts.",ext to int,,,,,,3,Social Engineering,"The rule detects a benign API call to myip.com, which is often used for legitimate purposes. It does not indicate a successful compromise.","anomaly,http,policy,monitoring"
2031195,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects DNS queries for a known paste site associated with data exfiltration and malicious activity, indicating potential initial access through phishing or similar tactics.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for a known paste site, which could indicate potential data exfiltration or phishing attempts, but does not confirm a successful compromise.","dns,lookup,anomaly,trojan"
2031196,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SSL/TLS certificates associated with a specific domain (upaste.me), which may indicate communication with a command and control server, often used to exfiltrate data or maintain persistence.",ext to int,,,,,,3,Miscellaneous,"The rule detects an SSL/TLS certificate from a known domain associated with potential malicious activity, but does not indicate a successful compromise.","tls,certificate,anomaly,info"
2031200,Initial Access,Initial Access,TA0001,Web Shell,T1505.003,"The rule detects access to a webshell, which is commonly used to gain initial access to a compromised server, indicating an attacker's foothold in the environment.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation.","webshell,access,attack,client"
2031203,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects access to a compromised server that is likely serving malicious content to a client, indicating an initial access attempt through web-based exploitation.",ext to int,,,,,,4,Malware,"The rule detects access to a mailer on an external compromised server, indicating potential malicious activity, but it does not confirm a successful compromise.","web,client,access,compromise"
2031204,Initial Access,Initial Access,TA0001,Web Service Compromise,T1190,"The rule detects access to a webshell on a compromised server, indicating that an attacker has gained initial access through a web service exploitation.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell, indicating a successful compromise of an external server, which could lead to further exploitation or data breach.","webshell,access,client,attack"
2031223,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a suspicious TLS certificate associated with a potentially malicious top-level domain (.gdn) issued by ZeroSSL, which could indicate initial access attempts using external services.",ext to int,,,,,,4,Malware,The rule detects a potentially suspicious certificate but does not confirm a successful compromise.,"tls,certificate,anomaly,suspicious"
2031224,Initial Access,Supply Chain Compromise,T1195,Compromise Software Supply Chain,T1195.001,"The rule detects TLS certificates issued by ZeroSSL for suspicious top-level domains (.ml), which may indicate an attempt to compromise the software supply chain during the initial access phase.",ext to int,,,,,,3,Malware,"The rule detects a suspicious TLS certificate from a potentially malicious TLD, but does not indicate a successful compromise.","certificate,anomaly,suspicious,tls"
2031225,Initial Access,Supply Chain Compromise,T1195,Compromise Software Dependencies and Development Tools,T1195.002,"The rule detects the use of a suspicious TLD (.gq) and a certificate from ZeroSSL, which may indicate an attempt to compromise software or services through malicious dependencies, typically associated with initial access.",ext to int,,,,,,3,Malware,"The rule detects a certificate from a suspicious TLD (.gq) issued by ZeroSSL, which suggests potential malicious activity but does not confirm a successful compromise.","tls,certificate,anomaly,suspicious"
2031226,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects the use of a suspicious TLD (.ga) and a specific certificate issuer (ZeroSSL), which are often associated with command and control communications, indicating potential malicious activity.",ext to int,,,,,,3,Malware,"The rule detects a certificate from a suspicious TLD (.ga) issued by ZeroSSL, indicating potential malicious activity, but does not confirm a successful compromise.","tls,certificate,suspicious,anomaly"
2031227,Initial Access,Initial Access,TA0001,Valid Accounts,T1078,"The rule detects the use of a ZeroSSL certificate for a suspicious top-level domain (.cf), which may indicate an attempt to establish a connection for initial access using potentially compromised or fraudulent credentials.",ext to int,,,,,,4,Malware,"The rule detects a certificate from a suspicious TLD (.cf) issued by ZeroSSL, indicating potential malicious activity but not confirming a successful compromise.","certificate,anomaly,suspicious,tls"
2031228,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects TLS certificates from suspicious TLDs, indicating potential reconnaissance or discovery of network services that may be targeted for further exploitation.",ext to int,,,,,,3,Malware,"The rule detects a certificate from a suspicious TLD (.xyz) which could indicate potential malicious activity, but does not confirm a successful compromise.","tls,certificate,anomaly,suspicious"
2031229,Initial Access,Initial Access,TA0001,Valid Accounts,T1078,"The rule detects the use of a suspicious TLS certificate from ZeroSSL associated with a potentially malicious Top-Level Domain (.icu), indicating possible initial access attempts through valid accounts or compromised credentials.",ext to int,,,,,,3,Malware,"The rule indicates observation of a suspicious TLD (.icu) with a ZeroSSL certificate, which could suggest potential malicious intent, but does not confirm a successful compromise.","tls,certificate,anomaly,suspicious"
2031230,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects the use of a suspicious TLD (.top) associated with a ZeroSSL certificate, which may indicate the establishment of a command and control channel using application layer protocols.",ext to int,,,,,,4,Malware,"The rule detects a suspicious SSL certificate related to a potentially malicious TLD, but does not indicate a successful compromise.","tls,certificate,anomaly,suspicious"
2031231,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects the use of a specific SSL/TLS certificate issuer (ZeroSSL), which could indicate reconnaissance activities as attackers may be probing for vulnerabilities or mapping out the network environment.",ext to int,,,,,,3,Miscellaneous,"The rule detects a certificate from ZeroSSL, which is not inherently malicious and does not indicate a successful compromise.","tls,certificate,anomaly,info"
2031232,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects TLS certificates from suspicious top-level domains (TLDs) and a specific certificate issuer, indicating potential command and control communication using application layer protocols.",ext to int,,,,,,4,Malware,"The rule detects a TLS certificate from a suspicious TLD (.pw) issued by ZeroSSL, indicating potential malicious activity, but does not confirm a successful compromise.","tls,certificate,anomaly,suspicious"
2031242,Initial Access,Remote Access Software,T1219,Remote Access Tools,T1219.001,"The rule detects traffic associated with the ToDesk Remote Access Control Tool, which is commonly used for gaining unauthorized access to systems, indicating an initial access attempt.",ext to int,,,,,,4,Malware,"The rule alerts on potential use of a remote access tool, which may indicate unauthorized access, but does not confirm a successful compromise.","remote,access,policy,anomaly"
2031244,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects access to a webshell on an external compromised server, indicating an attacker may have exploited a vulnerability in a public-facing web application to gain initial access.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation or data breaches.","webshell,access,client,attack"
2031272,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects webshell access, indicating that an attacker has exploited a vulnerability in a web application to gain initial access to the system.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a known webshell (C99Shell) on an external compromised server, indicating a successful compromise that poses a significant threat to the network.","webshell,access,client,attack"
2031309,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known Android Trojan, indicating an attempt by the malware to communicate with its command and control server, which falls under the Command and Control phase.",ext to int,,,,,,8,Malware,"The rule detects a specific Android Trojan that indicates a successful compromise of mobile devices, which poses a significant security threat.","mobile,dns,trojan,c2,Android**"
2031310,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS query linked to a known malicious domain associated with mobile malware, indicating an attempt to gain initial access through malicious payloads targeting mobile devices.",ext to int,,,,,,6,Malware,"The rule detects a specific Android Trojan associated with a known malicious domain, indicating a successful compromise of mobile devices.","malware,dns,mobile,trojan,Android**"
2031311,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS query related to a known Android Trojan, indicating potential initial access via malicious domains, often associated with phishing campaigns targeting mobile devices.",ext to int,,,,,,6,Malware,"The rule indicates a potential successful malware infection targeting mobile devices, specifically an Android Trojan, which suggests a significant security impact.","malware,dns,mobile,c2,Android**"
2031312,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS query for a domain associated with mobile malware, indicating an attempt to gain initial access via malicious software targeting mobile devices.",ext to int,,,,,,7,Malware,"The rule detects a specific Android Trojan (Rana.A) via a DNS lookup, indicating a potential successful compromise on mobile devices.","malware,dns,mobile,c2,Android**"
2031317,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects a download from a known McAfee update site, which could indicate an attempt to leverage legitimate software for initial access, characteristic of supply chain compromises.",int to ext,,,,,,3,Malware,"The rule detects a download from a known McAfee update site, which is not indicative of a successful compromise but rather a potential benign activity.","info,download,anomaly,http"
2031379,Initial Access,Drive-by Compromise,T1189,Malicious Document,T1203,"The rule detects HTTP requests for a specific malicious document type (.dotm), indicating potential initial access through a malicious document, which is characteristic of drive-by compromise attacks.",int to ext,,,,,,3,Malware,"The rule alerts on a document request that could indicate a potential malware delivery; however, it does not confirm a successful compromise.","anomaly,http,template,info"
2031416,Initial Access,Initial Access,TA0001,Web Shell,T1509,"The rule detects webshell access, indicating an initial compromise of a web server, which is a common method for attackers to gain initial access to a network.",ext to int,,,,,,8,Web Application Attack,"The rule indicates a successful compromise involving a web shell, which allows remote access and control over the server.","webshell,access,client,attack"
2031430,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects access to a webshell, indicating an exploitation of a web application, which is a common method for attackers to gain initial access to a network.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell, indicating a successful compromise of an external server, which poses a significant threat to the internal network.","webshell,access,external,attack"
2031438,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects potential exploitation of a web application by identifying specific payloads that may indicate an attack on a web client, suggesting an initial access attempt through a compromised server.",ext to int,,,,,,6,Web Application Attack,"The rule indicates potential exploitation of a web application vulnerability, suggesting a successful compromise of the client application.","web,client,access,attack"
2031442,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a known command and control domain associated with mobile malware, indicating that the malware may be communicating with an external server to receive commands or exfiltrate data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a connection to a known malicious domain associated with NSO Group, indicating potential successful compromise and control over mobile devices.","c2,mobile,tls,malicious,SSL_Malicious_Cert**"
2031443,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a command and control (CnC) domain associated with mobile malware, indicating that the malware may be attempting to communicate back to an attacker using TLS, which falls under the Command and Control phase.",ext to int,,,,,,8,Command and Control (C2),"The rule indicates a detected connection to a known Command and Control (C2) domain associated with malware, suggesting a successful compromise.","mobile,c2,tls,malicious,SSL_Malicious_Cert**"
2031444,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a command and control (CnC) domain associated with mobile malware, indicating an ongoing communication channel established by the malware to receive commands or exfiltrate data.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a connection to a known CnC domain associated with mobile malware, indicating a successful compromise.","mobile,c2,tls,malicious,SSL_Malicious_Cert**"
2031445,Exfiltration,Exfiltration,TA0010,Exfiltration Over Command and Control Channel,T1041,"The rule detects a POST request indicative of data exfiltration from a mobile device, specifically targeting malware behavior associated with stealing information.",ext to int,,,,,,8,Malware,"The rule detects a successful exfiltration attempt by known mobile malware (Flubot/LIKEACHARM), indicating a high impact on security.","mobile,exfiltration,trojan,http"
2031461,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries associated with the PurpleFox exploit kit, which is typically used to gain initial access to a target system through malicious domains, indicating a drive-by compromise.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a domain associated with an exploit kit, indicating a successful compromise may have occurred.","exploit,domain,c2,lookup,Exploit_Kit**"
2031462,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a potential exploit kit request targeting a public-facing application, indicating an attempt to gain initial access to a system.",int to ext,,,,,,8,Malware,"The rule detects a potential exploit kit payload request, indicating an active attempt to compromise client endpoints, which suggests a successful compromise scenario.","exploit,http,payload,framework,Exploit_Kit**"
2031463,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of an exploit kit redirect, which is commonly used to gain initial access to a target system through vulnerabilities in public-facing applications.",ext to int,,,,,,8,Malware,"The rule detects a possible exploit kit redirect, indicating a successful compromise attempt that could lead to malware infection.","exploit,redirect,http,kit,Exploit_Kit**"
2031466,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects potential exploitation attempts through a specific URI structure associated with the PurpleFox exploit kit, indicating an initial attempt to gain access via a public-facing application.",int to ext,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a potential successful compromise through an exploit kit request, indicating a high likelihood of an active attack.","exploit,http,uri,framework,Exploit_Kit**"
2031473,Initial Access,Initial Access,TA0001,Web Service Compromise,T1190,"The rule detects access to a web shell on an external compromised server, indicating an initial access vector where attackers exploit vulnerabilities in web applications to gain unauthorized access.",ext to int,,,,,,8,Web Application Attack,"The rule detects access to a webshell on an external compromised server, indicating a successful compromise that could lead to further exploitation.","webshell,access,client,attack"
2031499,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects the use of the Xdebug extension in PHP, which can indicate reconnaissance activity where an attacker may be probing for vulnerabilities in web applications.",any to int,,,,,,3,Web Application Activity,"The rule detects a query parameter related to PHP Xdebug, which may indicate a debugging session but does not confirm a successful compromise. Therefore, it is assigned a low impact score.","http,anomaly,web,info"
2031500,Discovery,Discovery,TA0007,Application Layer Protocol,T1071,"The rule detects HTTP requests to the Spring Boot Actuator health endpoint, which can be used by attackers to gather information about the application's health and configuration, indicating a reconnaissance phase of an attack.",any to int,,,,,,3,Malware,"The rule detects a health check request, which is not indicative of a successful compromise but may suggest anomalous behavior that requires further investigation.","http,anomaly,web,healthcheck"
