sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2002827,Discovery,Reconnaissance,TA0043,Network Service Scanning,T1046,"The rule detects potential crawling behavior using the Fetch API, which can be indicative of reconnaissance activities aimed at gathering information about network services.",ext to int,,,,,,3,Advanced Persistent Threats (APTs),"The rule detects potential reconnaissance activity, which is indicative of advanced threats, but does not confirm a successful compromise.","recon,http,anomaly,fetch"
2002872,Initial Access,Valid Accounts,T1078,Valid Accounts,T1078.001,"The rule detects login attempts to a specific URI associated with Myspace, indicating an attempt to gain access using valid credentials, which aligns with initial access tactics.",int to ext,,,,,,3,Social Engineering,"The rule detects a login attempt to Myspace, which may indicate phishing or credential harvesting but does not confirm a successful compromise.","login,anomaly,policy,http"
2002878,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects specific user agents (iTunes) in HTTP traffic, which may indicate reconnaissance activity by an attacker probing for specific applications or services in the network.",int to ext,,,,,,3,Malware,The rule identifies a benign user agent (iTunes) and does not indicate a successful compromise or malicious activity.,"anomaly,user_agent,policy,http"
2002935,Discovery,Reconnaissance,TA0043,Gather Victim Information,T1592,"The rule detects potential web crawling activity using the 'libwww-perl' user agent, which can be associated with reconnaissance efforts to gather information about a target's web services.",ext to int,,,,,,2,Attempted Recon,"The rule detects a web crawler user agent, which is indicative of potential reconnaissance but does not confirm a successful compromise.","webcrawl,useragent,recon,anomaly"
2002943,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects a user agent string associated with a Python library often used for web crawling, indicating potential reconnaissance activity as the attacker may be gathering information about the target network.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a user agent that is commonly used for web crawling, which may indicate reconnaissance activity. However, it does not confirm a successful compromise.","recon,http,anomaly,user-agent"
2002945,Discovery,Network Discovery,T1046,Network Service Scanning,T1046.001,"The rule detects repeated inbound HTTP requests with a Java user-agent, which may indicate an attempt to gather information about the target web server, commonly associated with discovery activities.",ext to int,,,,,,2,Miscellaneous,"The rule detects potential web crawling activity, which is not inherently malicious and does not indicate a successful compromise.","http,crawl,anomaly,inbound"
2003047,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects a specific URI related to Proxy Judge, indicating potential reconnaissance activity where an attacker may be probing for vulnerabilities or misconfigurations in the application layer.",any to any,,,,,,3,Malware,The rule detects a potential evasion technique related to a proxy but does not indicate a confirmed compromise.,"proxy,discovery,evasion,policy"
2003155,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects Microsoft TEREDO IPv6 tunneling, which can be used to establish command and control channels for remote access and data exfiltration. This is indicative of potential command and control activity.",int to ext,,,,,,3,Miscellaneous,"The rule detects potential usage of Microsoft TEREDO IPv6 tunneling, which can be benign or misconfigured. It does not indicate a successful compromise.","tunneling,ipv6,anomaly,info"
2003254,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects SOCKSv5 inbound requests, which may indicate an attempt to leverage external remote services for initial access, potentially allowing attackers to tunnel into the network.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a potential SOCKSv5 inbound request, which may indicate an anomalous connection but does not confirm a successful compromise.","socks,protocol,anomaly,inbound"
2003255,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which is often used for proxying and can indicate a command and control channel being established. This suggests potential malicious activity where an attacker is trying to communicate with compromised systems.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 request, which could indicate potential misuse of proxy services, but does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003256,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects SOCKSv4 inbound requests, which could indicate an attempt to access external services or establish a proxy connection, commonly used in initial access scenarios.",ext to int,,,,,,3,Command and Control (C2),"The rule detects SOCKSv4 inbound requests, which may indicate potential command and control traffic. However, it does not confirm a successful compromise.","socks,anomaly,info,protocol"
2003257,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects inbound SOCKSv5 requests, which could indicate an attempt to exploit a public-facing application for initial access to the network.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 inbound request which could indicate potential command and control activity. However, it does not confirm a successful compromise, thus a lower impact score is assigned.","socks,inbound,anomaly,protocol"
2003258,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 DNS inbound requests, which can indicate that a compromised host is communicating with a command and control server using application layer protocols, suggesting potential command and control activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects SOCKSv5 DNS inbound requests, which may indicate potential command and control traffic. However, it does not confirm a successful compromise, resulting in a lower impact score.","socks,dns,inbound,anomaly"
2003259,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 DNS inbound requests, which could indicate the use of a proxy for command and control communication, thus fitting within the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects SOCKSv5 DNS inbound requests which may indicate the presence of a proxy or potential command and control traffic, but does not confirm a successful compromise.","socks,dns,inbound,anomaly"
2003260,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects SOCKSv5 HTTP Proxy inbound requests, which can indicate a command and control channel being established by an attacker. This aligns with the Command and Control phase, as attackers often use proxies to route their communications to avoid detection.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 HTTP Proxy inbound request, which could indicate an attempt to establish a proxy for C2 communication. However, it does not confirm a successful compromise.","proxy,anomaly,inbound,http"
2003261,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects an inbound SOCKSv5 HTTP proxy request, which could indicate an application layer protocol being used for command and control communications, often utilized by attackers to evade detection.",ext to int,,,,,,3,Malware,"The rule detects a SOCKSv5 HTTP proxy inbound request, which may indicate anomalous traffic but does not confirm a successful compromise.","proxy,anomaly,request,inbound"
2003262,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects SOCKSv4 HTTP proxy requests which can indicate the use of application layer protocols for command and control communications, suggesting potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv4 HTTP proxy inbound request, which could indicate potential misuse but does not confirm a successful compromise.","socks,http,inbound,anomaly"
2003263,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 HTTP Proxy inbound requests, which can be indicative of command and control communications leveraging application layer protocols to bypass security measures.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv4 HTTP proxy inbound request, which could indicate a potential proxy usage for C2 communications. However, it does not confirm a successful compromise, hence a low impact score.","anomaly,proxy,http,inbound"
2003266,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which is commonly used for tunneling and can indicate a command and control channel being established. This aligns with the Command and Control tactic in the MITRE framework.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 inbound request, which may indicate potential C2 traffic, but does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003267,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which can be used by attackers to establish a command and control channel, indicating potential malicious activity.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a potential SOCKSv5 inbound request, which may indicate command and control activity, but does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003268,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 traffic, which is often used for proxying and potentially malicious command and control communications. This aligns with the Command and Control phase where attackers maintain communication with compromised systems.",ext to int,,,,,,4,Command and Control (C2),"The rule indicates a SOCKSv4 inbound request, which could be related to C2 traffic. However, it does not confirm a successful compromise, thus the impact score remains low.","socks,anomaly,inbound,protocol"
2003269,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 requests over TCP, which can indicate the use of a proxy for command and control communications, suggesting potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv4 inbound request, which may indicate a potential command and control communication, but does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003270,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects inbound SOCKSv5 requests, which could indicate an attempt to establish an external remote service connection, potentially leading to unauthorized access.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a SOCKSv5 inbound request, which could indicate potential misuse for C2 communications; however, it does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003271,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which is often used for proxying and can indicate command and control communication. This aligns with the Command and Control phase where attackers use such protocols to maintain communication with compromised systems.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 inbound request, which could indicate potential command and control activity, but does not confirm a successful compromise.","socks,inbound,anomaly,protocol"
2003272,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 inbound requests, which are commonly used for proxying network traffic. This behavior can indicate an attempt to establish a command and control channel, making it relevant to the Command and Control phase.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv4 inbound request, which could indicate potential C2 activity. However, it does not confirm a successful compromise or malicious intent.","socks,inbound,request,anomaly"
2003273,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects inbound SOCKSv4 requests, which may indicate an attempt to use external remote services for initial access, potentially allowing attackers to bypass network defenses.",ext to int,,,,,,3,Command and Control (C2),The rule detects a specific protocol request (SOCKSv4) but does not indicate a successful compromise or malicious activity. It may warrant further investigation but does not present a high security impact.,"socks,anomaly,inbound,protocol"
2003274,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which can be used for command and control communication, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a specific SOCKSv5 inbound request, which could indicate potential command and control traffic, but does not confirm a successful compromise.","socks,protocol,anomaly,inbound"
2003275,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 protocol traffic, which can be used for establishing command and control channels, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 inbound request, which could indicate a potential command and control communication; however, it does not confirm a successful compromise.","socks,anomaly,request,inbound"
2003276,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 traffic, which is often used for tunneling and establishing command and control channels, indicating potential malicious activity related to external control of compromised systems.",ext to int,,,,,,3,Command and Control (C2),"The rule detects an inbound SOCKSv4 request which may indicate command and control traffic, but does not confirm a successful compromise.","socks,anomaly,inbound,protocol"
2003277,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 traffic, which is commonly used for proxying and can be exploited for command and control communications, indicating a potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a specific SOCKSv4 port request, which may indicate an attempt to establish a connection to a C2 server. However, it does not confirm a successful compromise or malicious intent on its own.","socks,anomaly,inbound,protocol"
2003278,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv5 traffic, which is often used for proxying and can indicate a command and control channel being established by an attacker.",ext to int,,,,,,4,Command and Control (C2),"The rule detects SOCKSv5 inbound requests, which can indicate potential C2 activity, but does not confirm a successful compromise.","socks,info,protocol,anomaly"
2003279,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects inbound SOCKSv5 requests, which could indicate attempts to exploit a public-facing application for initial access to the network. SOCKS proxies are often used by attackers to route traffic and may be leveraged in the initial stages of an attack.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a SOCKSv5 inbound request, which could indicate potential command and control traffic. However, it does not confirm a successful compromise, warranting a lower impact score.","socks,anomaly,inbound,protocol"
2003280,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 inbound requests, which are commonly used in command and control communications to tunnel traffic. This indicates potential malicious activity where an attacker may be trying to establish a command and control channel.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a specific inbound SOCKSv4 request, which could indicate a potential command and control channel, but does not confirm a successful compromise.","socks,inbound,anomaly,protocol"
2003281,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects SOCKSv4 traffic, which can be used for tunneling and establishing command and control channels, indicating potential malicious activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects an inbound SOCKSv4 request which could indicate potential command and control activity, but does not confirm a successful compromise.","socks,anomaly,inbound,request"
2003326,Initial Access,Drive-by Compromise,T1189,Exploit Public-Facing Application,T1190,"The rule detects an exploit targeting a vulnerability in web client software, specifically through RTSP, which aligns with the initial access phase where attackers compromise endpoints via malicious web content.",ext to int,CVE-2007-0015,1/1/07 23:28,6.4,8.6,Buffer overflow in Apple QuickTime 7.1.3 allows remote attackers to execute arbitrary code via a long rtsp:// URI.,7,Advanced Persistent Threats (APTs),"The rule detects an overflow vulnerability in Apple Quicktime, which indicates a successful compromise potential against client endpoints.","overflow,client,attempted-admin,web,Web_Client_Attacks**"
2003327,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule targets a specific vulnerability in Apple Quicktime RTSP, indicating an attempt to exploit a weakness in a client application, which aligns with initial access through exploitation.",ext to int,CVE-2007-0015,1/1/07 23:28,6.4,8.6,Buffer overflow in Apple QuickTime 7.1.3 allows remote attackers to execute arbitrary code via a long rtsp:// URI.,7,Malware,"The rule detects an attempted exploit against a known vulnerability in Apple Quicktime, indicating a successful compromise attempt on client endpoints.","overflow,rtsp,client,attempt,Web_Client_Attacks**"
2003457,Discovery,Reconnaissance,TA0043,Network Service Scanning,T1046,"The rule detects access to a social site, which may indicate reconnaissance activity by an attacker looking to gather information about potential targets or to establish a foothold in the network.",int to ext,,,,,,2,Social Engineering,"The rule detects access to a social site, which may indicate potential policy violations or user behavior anomalies but does not indicate a successful compromise.","policy,anomaly,http,access"
2003458,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects access to a social site, which may indicate reconnaissance activity as attackers often gather information about targets through social media and web platforms.",int to ext,,,,,,2,Social Engineering,"The rule detects access to a known social site, which may indicate user behavior but does not confirm a successful compromise or malicious activity.","info,anomaly,policy,threshold"
2003469,Discovery,Discovery,T1018,Network Service Scanning,T1046,"The rule detects a specific User-Agent string associated with AOL Toolbar, which may indicate reconnaissance or scanning activity as the user agent could be used to identify services or applications on the network.",int to ext,,,,,,2,Malware,"The rule detects a specific User-Agent string associated with the AOL Toolbar, which is not indicative of a successful compromise but rather a policy violation. Therefore, it has a low impact score.","anomaly,user-agent,policy,info"
2003481,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects an authentication initiation for Radmin, a remote control software, indicating potential initial access by an attacker using external remote services.",ext to int,,,,,,4,Command and Control (C2),"The rule indicates an authentication initiation for Radmin, which could suggest a potential remote access attempt, but does not confirm a successful compromise.","radmin,authentication,anomaly,challenge"
2003482,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects traffic related to Radmin Remote Control, which can be used for unauthorized access to systems, indicating potential initial access attempts by an attacker.",int to ext,,,,,,2,Malware,"The rule indicates a potential anomaly related to Radmin Remote Control Session authentication, but does not confirm a successful compromise or malicious activity.","radmin,authentication,anomaly,info"
2003614,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a modified PE header, which is indicative of potentially malicious executables being delivered to the network, suggesting an initial access attempt through compromised files.",ext to int,,,,,,4,Malware,"The rule detects a potentially modified PE header, which could indicate malware, but does not confirm a successful compromise.","anomaly,inbound,header,info"
2003615,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects outbound traffic with a modified PE header, which may indicate a command and control communication or the presence of malware attempting to establish a connection with an external server.",int to ext,,,,,,3,Malware,"The rule detects a modified PE header which could indicate potential malware, but does not confirm a successful compromise.","anomaly,peheader,outbound,info"
2003623,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects a probe from a known utility that may be used to gather information about the network, indicating potential reconnaissance activity.",ext to int,,,,,,3,Insider Threats,"The rule detects a utility probe which may indicate reconnaissance activity, but does not confirm a successful compromise.","probe,anomaly,policy,http"
2007695,Discovery,Discovery,TA0007,User and Group Discovery,T1069,"The detection of a Windows 98 User-Agent suggests potential reconnaissance activity, as outdated systems may be targeted for vulnerabilities, indicating an attempt to gather information about the network environment.",int to ext,,,,,,3,Malware,"The rule detects a Windows 98 User-Agent, which may indicate an outdated system potentially vulnerable to exploitation, but it does not confirm a successful compromise.","user-agent,anomaly,policy,info"
2007704,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects an attempt to exploit a vulnerability in a web client (Apple Quicktime) via RTSP, which aligns with initial access techniques that leverage client-side vulnerabilities to gain entry into a system.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects an attempted overflow on a widely used media framework (Apple Quicktime) which could lead to a successful compromise of client endpoints, indicating a higher security impact.","overflow,rtsp,client,attempt,Web_Client_Attacks**"
2007754,Discovery,Reconnaissance,TA0043,Network Service Scanning,T1046,"The rule identifies specific traffic patterns related to a casino client, indicating potential reconnaissance or scanning for services that may be exploited, fitting within the Discovery phase.",int to ext,,,,,,2,Malware,"The rule detects a specific client in use, which is a potential policy violation but does not indicate a successful compromise or direct threat.","anomaly,policy,client,info"
2007763,Initial Access,Initial Access,TA0001,Application Layer Protocol,T1071,"The rule detects HTTP GET requests to a specific URI on a known domain, which may indicate an attempt to access a web application for initial exploitation or reconnaissance. This aligns with the Initial Access phase as it reflects potential attempts to gain entry into a system using legitimate application layer protocols.",int to ext,,,,,,2,Malware,The rule detects potentially anomalous HTTP requests but does not indicate a successful compromise or a clear threat. It is more of an informational alert.,"streaming,http,anomaly,policy"
2007764,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP GET requests to a specific video streaming service, which could indicate the use of application layer protocols for command and control communications, especially if this traffic is unexpected or anomalous in the context of the network.",int to ext,,,,,,2,Malware,"The rule detects traffic related to a specific streaming service, indicating a policy violation rather than a direct security threat.","streaming,anomaly,http,policy"
2007765,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a specific HTTP GET request to a Logmein.com endpoint, which could indicate an attempt to access external remote services for initial access, suggesting potential misuse of legitimate remote access tools.",int to ext,,,,,,3,Malware,"The rule detects a potential policy violation related to Logmein.com, which does not indicate a successful compromise but could suggest anomalous behavior. Therefore, it is assigned a low impact score.","anomaly,policy,http,info"
2007766,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic to a specific update endpoint, which may indicate an application layer communication that could be used for command and control purposes. This aligns with the tactics and techniques associated with maintaining control over compromised systems.",int to ext,,,,,,3,Malware,"The rule detects potential update activity from Logmein.com, which could indicate benign behavior rather than a confirmed compromise. It does not indicate a successful attack.","anomaly,http,policy,update"
2008051,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects traffic related to the Dell MyWay Remote control agent, which could indicate initial access via a potentially malicious website (myway.com) that may compromise users through drive-by downloads.",int to ext,,,,,,3,Malware,"The rule detects traffic related to a remote control agent, which could indicate potential malware presence, but does not confirm a successful compromise.","anomaly,http,info,remote"
2008070,Discovery,Application Layer Protocol,T1071,Application Layer Protocol: HTTP,T1071.001,"The rule detects a specific User-Agent string associated with outdated systems, indicating potential reconnaissance or discovery of vulnerable systems within the network.",int to ext,,,,,,3,Malware,"The rule detects a non-updated system which may indicate potential vulnerabilities, but does not confirm a successful compromise.","user-agent,anomaly,policy,windows"
2008238,Initial Access,Drive-by Compromise,T1189,Compromise Client Software,T1210,"The rule detects access to a specific URL associated with Hotmail, indicating potential initial access via compromised web services. This aligns with tactics used to exploit vulnerabilities in web applications to gain unauthorized access.",int to ext,,,,,,3,Social Engineering,"The rule detects access to a Hotmail inbox, which could indicate phishing or social engineering attempts, but does not confirm a successful compromise.","info,policy,http,anomaly"
2008239,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests that may indicate communication with a known malicious service (Hotmail), suggesting potential command and control activities.",int to ext,,,,,,3,Phishing,"The rule detects a policy violation related to accessing Hotmail, which may indicate user activity but does not confirm a successful compromise.","info,anomaly,http,policy"
2008240,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects specific HTTP traffic patterns associated with accessing Hotmail, which may indicate an attempt to exploit user credentials through phishing methods.",ext to int,,,,,,3,Social Engineering,"The rule detects access to a Hotmail compose message, which could indicate phishing attempts but does not confirm a successful compromise.","http,access,anomaly,policy"
2008242,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: Web Protocols,T1071.001,"The rule detects HTTP GET requests to a specific URI associated with Hotmail, indicating potential unauthorized access attempts to a web application, which aligns with initial access tactics.",int to ext,,,,,,3,Social Engineering,"The rule detects access to Hotmail but does not indicate a successful compromise or malicious intent, hence a lower impact score.","anomaly,http,policy,access"
2008350,Initial Access,Execution,TA0002,User Execution,T1203,"The detection of the AutoIt User-Agent in HTTP requests suggests that a potentially hostile automation tool is being used, which may indicate that an attacker is attempting to execute malicious scripts or commands on the target system, aligning with the Initial Access phase.",ext to int,,,,,,3,Malware,"The rule detects a potentially hostile User-Agent associated with an automation tool, but does not indicate a successful compromise.","anomaly,http,user-agent,automation"
